measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Bedfordshire and Hertfordshire,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,4,2014-2022,40.438,39.089,41.787,5085,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,40%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,"Berkshire, Buckinghamshire and Oxfordshire",degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,5,2014-2022,48.596,47.409,49.783,6807,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,49%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Cheshire,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,5,2014-2022,44.817,42.986,46.647,2835,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,45%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Cornwall and Isles of Scilly,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,2,2014-2022,30.567,28.327,32.806,1626,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,31%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Cumbria,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,1,2014-2022,26.845,24.431,29.258,1295,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,27%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Derbyshire and Nottinghamshire,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,2,2014-2022,30.126,28.908,31.345,5449,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,30%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Devon,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,3,2014-2022,34.564,32.873,36.256,3036,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,35%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,Dorset and Somerset,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,3,2014-2022,32.867,31.319,34.415,3536,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,33%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,East Anglia,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,2,2014-2022,30.572,29.477,31.668,6791,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,31%
dr13,Distribution of parental education,geography_caterpillar,TLH2,ITL2,East Wales,degree_dependent_children,Degree level or above,itl2_current_geo,NA,quintile,4,2014-2022,36.141,34.398,37.885,2918,Percent,NA,"degree_dependent_children, itl2_current_geo",rweight,21-81,2014-2022,36%
