"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Higher professional","Sex","Men",0.496187,0.480645,0.511729,0.00793,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","26","Higher professional","Sex","Men",0.524217,0.510751,0.537682,0.00687,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","27","Higher professional","Sex","Men",0.550543,0.538644,0.562442,0.006071,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","28","Higher professional","Sex","Men",0.575057,0.56419,0.585925,0.005545,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","29","Higher professional","Sex","Men",0.597701,0.587384,0.608019,0.005264,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","30","Higher professional","Sex","Men",0.618457,0.608332,0.628583,0.005166,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","31","Higher professional","Sex","Men",0.637342,0.627194,0.647489,0.005177,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Higher professional","Sex","Men",0.654394,0.644134,0.664654,0.005235,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Higher professional","Sex","Men",0.669673,0.659294,0.680051,0.005295,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Higher professional","Sex","Men",0.683245,0.672787,0.693703,0.005336,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Higher professional","Sex","Men",0.695184,0.684701,0.705667,0.005349,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Higher professional","Sex","Men",0.705564,0.695104,0.716024,0.005337,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Higher professional","Sex","Men",0.714456,0.704043,0.724869,0.005313,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Higher professional","Sex","Men",0.721926,0.711543,0.732309,0.005297,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Higher professional","Sex","Men",0.728033,0.717612,0.738454,0.005317,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Higher professional","Sex","Men",0.732828,0.722235,0.743421,0.005405,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Higher professional","Sex","Men",0.736351,0.725383,0.747319,0.005596,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Higher professional","Sex","Men",0.738633,0.727018,0.750248,0.005926,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Higher professional","Sex","Men",0.739695,0.727105,0.752285,0.006424,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Higher professional","Sex","Men",0.739545,0.725609,0.753482,0.007111,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Lower professional","Sex","Men",0.441435,0.426363,0.456507,0.00769,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","26","Lower professional","Sex","Men",0.46706,0.45394,0.48018,0.006694,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","27","Lower professional","Sex","Men",0.491292,0.479657,0.502927,0.005936,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","28","Lower professional","Sex","Men",0.513997,0.503329,0.524665,0.005443,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","29","Lower professional","Sex","Men",0.535084,0.524897,0.54527,0.005197,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","30","Lower professional","Sex","Men",0.554497,0.544415,0.564579,0.005144,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","31","Lower professional","Sex","Men",0.57221,0.562001,0.582419,0.005209,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Lower professional","Sex","Men",0.588221,0.577785,0.598657,0.005325,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Lower professional","Sex","Men",0.602546,0.591877,0.613216,0.005444,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Lower professional","Sex","Men",0.615213,0.604358,0.626068,0.005538,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Lower professional","Sex","Men",0.626259,0.615287,0.63723,0.005598,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Lower professional","Sex","Men",0.635722,0.624698,0.646746,0.005625,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Lower professional","Sex","Men",0.643643,0.632604,0.654681,0.005632,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Lower professional","Sex","Men",0.650059,0.638999,0.661118,0.005643,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Lower professional","Sex","Men",0.655004,0.643853,0.666155,0.00569,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Lower professional","Sex","Men",0.658506,0.647113,0.669899,0.005813,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Lower professional","Sex","Men",0.660584,0.648711,0.672456,0.006058,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Lower professional","Sex","Men",0.661251,0.648575,0.673926,0.006467,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Lower professional","Sex","Men",0.66051,0.646639,0.674382,0.007077,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Lower professional","Sex","Men",0.658358,0.642853,0.673863,0.007911,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Intermediate","Sex","Men",0.337374,0.323915,0.350834,0.006867,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","26","Intermediate","Sex","Men",0.356821,0.345042,0.368599,0.006009,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","27","Intermediate","Sex","Men",0.375276,0.364821,0.385732,0.005335,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","28","Intermediate","Sex","Men",0.392603,0.383036,0.402169,0.004881,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","29","Intermediate","Sex","Men",0.408685,0.399563,0.417808,0.004655,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","30","Intermediate","Sex","Men",0.423432,0.41438,0.432484,0.004618,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","31","Intermediate","Sex","Men",0.436772,0.427543,0.446001,0.004709,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","32","Intermediate","Sex","Men",0.448651,0.43913,0.458172,0.004858,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","33","Intermediate","Sex","Men",0.45903,0.449204,0.468855,0.005013,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","34","Intermediate","Sex","Men",0.467881,0.457808,0.477954,0.00514,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","35","Intermediate","Sex","Men",0.475187,0.464954,0.485421,0.005221,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","36","Intermediate","Sex","Men",0.480937,0.470635,0.49124,0.005257,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","37","Intermediate","Sex","Men",0.485125,0.47482,0.49543,0.005258,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","38","Intermediate","Sex","Men",0.487746,0.477454,0.498039,0.005251,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","39","Intermediate","Sex","Men",0.4888,0.478454,0.499146,0.005279,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","40","Intermediate","Sex","Men",0.488285,0.477713,0.498857,0.005394,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","41","Intermediate","Sex","Men",0.486203,0.475115,0.497291,0.005657,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","42","Intermediate","Sex","Men",0.482554,0.470554,0.494554,0.006123,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","43","Intermediate","Sex","Men",0.477341,0.463967,0.490715,0.006824,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","44","Intermediate","Sex","Men",0.470568,0.455339,0.485798,0.00777,NA,"2014-21","Predictive margins",NA,"Men"
"IN42","Occupational progression","K02000001","United Kingdom","Country","25","Higher working","Sex","Men",0.308492,0.295454,0.321529,0.006652,NA,"2014-21","Predictive margins",NA,"Men"
