"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","seb_three_cat"
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Bedfordshire and Hertfordshire","sec_employed","Lower working","itl2_current_geo","Bedfordshire and Hertfordshire","quintile",2,,,"2014-2024",12.864,11.171,14.785,1375,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Berkshire, Buckinghamshire and Oxfordshire","sec_employed","Lower working","itl2_current_geo","Berkshire, Buckinghamshire and Oxfordshire","quintile",1,,,"2014-2024",12.485,11.038,14.137,1815,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Cheshire","sec_employed","Lower working","itl2_current_geo","Cheshire","quintile",3,,,"2014-2024",13.834,11.592,16.481,808,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Cornwall and Isles of Scilly","sec_employed","Lower working","itl2_current_geo","Cornwall and Isles of Scilly","quintile",5,,,"2014-2024",20.087,16.499,24.012,460,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Cumbria","sec_employed","Lower working","itl2_current_geo","Cumbria","quintile",4,,,"2014-2024",15.702,12.694,19.35,489,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Derbyshire and Nottinghamshire","sec_employed","Lower working","itl2_current_geo","Derbyshire and Nottinghamshire","quintile",3,,,"2014-2024",15.036,13.438,16.741,1858,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Devon","sec_employed","Lower working","itl2_current_geo","Devon","quintile",2,,,"2014-2024",13.126,11.06,15.601,896,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Dorset and Somerset","sec_employed","Lower working","itl2_current_geo","Dorset and Somerset","quintile",3,,,"2014-2024",14.782,12.707,17.063,1064,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","East Anglia","sec_employed","Lower working","itl2_current_geo","East Anglia","quintile",3,,,"2014-2024",15.473,13.999,17.084,2177,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","East Wales","sec_employed","Lower working","itl2_current_geo","East Wales","quintile",2,,,"2014-2024",12.848,10.782,15.31,885,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","East Yorkshire and Northern Lincolnshire","sec_employed","Lower working","itl2_current_geo","East Yorkshire and Northern Lincolnshire","quintile",5,,,"2014-2024",20.436,17.685,23.493,773,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Eastern Scotland","sec_employed","Lower working","itl2_current_geo","Eastern Scotland","quintile",4,,,"2014-2024",17.772,15.975,19.676,1690,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Essex","sec_employed","Lower working","itl2_current_geo","Essex","quintile",1,,,"2014-2024",11.271,9.7,13.064,1419,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","sec_employed","Lower working","itl2_current_geo","Gloucestershire, Wiltshire and Bath/Bristol area","quintile",1,,,"2014-2024",11.675,10.38,13.109,2201,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Greater Manchester","sec_employed","Lower working","itl2_current_geo","Greater Manchester","quintile",3,,,"2014-2024",15.249,13.848,16.731,2455,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Hampshire and Isle of Wight","sec_employed","Lower working","itl2_current_geo","Hampshire and Isle of Wight","quintile",1,,,"2014-2024",12.339,10.743,14.185,1464,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Herefordshire, Worcestershire and Warwickshire","sec_employed","Lower working","itl2_current_geo","Herefordshire, Worcestershire and Warwickshire","quintile",2,,,"2014-2024",13.004,11.196,15.137,1173,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Highlands and Islands","sec_employed","Lower working","itl2_current_geo","Highlands and Islands","quintile",5,,,"2014-2024",20.13,14.995,26.103,215,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Inner London - East","sec_employed","Lower working","itl2_current_geo","Inner London - East","quintile",1,,,"2014-2024",10.675,9.373,12.127,2005,"Percent",,
"dr33","Type of employment opportunities for young people","geography_caterpillar","TLH2","ITL2","Inner London - West","sec_employed","Lower working","itl2_current_geo","Inner London - West","quintile",1,,,"2014-2024",8.007,6.224,10.222,762,"Percent",,
