"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2016,,,,,"2014 to 2016",12.02,11.256,12.835,1002,"Pounds","Mean hourly earnings","2014 to 2016"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2017,,,,,"2015 to 2017",12.456,11.67,13.294,962,"Pounds","Mean hourly earnings","2015 to 2017"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2018,,,,,"2016 to 2018",13.22,12.363,14.136,831,"Pounds","Mean hourly earnings","2016 to 2018"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2019,,,,,"2017 to 2019",12.99,12.104,13.941,889,"Pounds","Mean hourly earnings","2017 to 2019"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2020,,,,,"2018 to 2020",12.663,11.666,13.745,671,"Pounds","Mean hourly earnings","2018 to 2020"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2021,,,,,"2019 to 2021",12.825,11.754,13.994,807,"Pounds","Mean hourly earnings","2019 to 2021"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2022,,,,,"2020 to 2022",13.073,11.908,14.352,597,"Pounds","Mean hourly earnings","2020 to 2022"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2023,,,,,"2021 to 2023",13.901,12.625,15.305,371,"Pounds","Mean hourly earnings","2021 to 2023"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Higher professional","year",2024,,,,,"2022 to 2024",14.594,13.176,16.164,569,"Pounds","Mean hourly earnings","2022 to 2024"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Lower professional","year",2016,,,,,"2014 to 2016",11.392,10.697,12.132,1002,"Pounds","Mean hourly earnings","2014 to 2016"
"in36","Direct effect of social origins on hourly earnings","trend","K02000001","country","United Kingdom","payhour_inflation_adjusted","Lower professional","year",2017,,,,,"2015 to 2017",11.703,10.988,12.465,962,"Pounds","Mean hourly earnings","2015 to 2017"
