measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Lower working,sex,Men,NA,NA,NA,NA,2014-2024,10.563,10.007,11.149,668,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.6
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Higher working,sex,Men,NA,NA,NA,NA,2014-2024,10.689,10.116,11.294,740,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.7
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Intermediate,sex,Men,NA,NA,NA,NA,2014-2024,11.03,10.447,11.646,923,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Lower professional,sex,Men,NA,NA,NA,NA,2014-2024,11.708,11.059,12.394,862,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.7
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Higher professional,sex,Men,NA,NA,NA,NA,2014-2024,12.371,11.664,13.12,800,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.4
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Lower working,sex,Women,NA,NA,NA,NA,2014-2024,10.156,9.617,10.724,746,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.2
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Higher working,sex,Women,NA,NA,NA,NA,2014-2024,10.642,10.076,11.24,865,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.6
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Intermediate,sex,Women,NA,NA,NA,NA,2014-2024,11.052,10.47,11.666,1057,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.1
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Lower professional,sex,Women,NA,NA,NA,NA,2014-2024,11.638,11.011,12.301,997,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.6
in36,Direct effect of social origins on hourly earnings,sex,K02000001,country,United Kingdom,seb,Higher professional,sex,Women,NA,NA,NA,NA,2014-2024,12.328,11.649,13.047,936,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.3
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,White British,NA,NA,NA,NA,2014-2024,10.451,10.04,10.879,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.5
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,White British,NA,NA,NA,NA,2014-2024,12.477,11.96,13.017,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.5
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Bangladeshi,NA,NA,NA,NA,2014-2024,8.163,7.196,9.26,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£8.2
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Bangladeshi,NA,NA,NA,NA,2014-2024,9.746,8.578,11.073,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£9.7
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Black African,NA,NA,NA,NA,2014-2024,10.291,9.564,11.072,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.3
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Black African,NA,NA,NA,NA,2014-2024,12.286,11.394,13.248,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.3
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Black Caribbean,NA,NA,NA,NA,2014-2024,10.13,9.142,11.225,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.1
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Black Caribbean,NA,NA,NA,NA,2014-2024,12.094,10.893,13.428,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.1
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Chinese,NA,NA,NA,NA,2014-2024,9.777,8.743,10.932,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£9.8
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Chinese,NA,NA,NA,NA,2014-2024,11.672,10.424,13.071,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.7
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Indian,NA,NA,NA,NA,2014-2024,10.174,9.554,10.833,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.2
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Indian,NA,NA,NA,NA,2014-2024,12.146,11.391,12.951,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.1
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Mixed,NA,NA,NA,NA,2014-2024,10.312,9.607,11.069,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.3
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Mixed,NA,NA,NA,NA,2014-2024,12.312,11.449,13.239,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.3
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Other,NA,NA,NA,NA,2014-2024,9.825,9.18,10.516,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£9.8
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Other,NA,NA,NA,NA,2014-2024,11.73,10.944,12.573,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.7
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,Pakistani,NA,NA,NA,NA,2014-2024,9.414,8.622,10.279,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£9.4
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,Pakistani,NA,NA,NA,NA,2014-2024,11.24,10.28,12.289,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.2
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Lower working,ethnicity,White other,NA,NA,NA,NA,2014-2024,10.41,9.963,10.877,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.4
in36,Direct effect of social origins on hourly earnings,ethnicity,K02000001,country,United Kingdom,seb,Higher professional,ethnicity,White other,NA,NA,NA,NA,2014-2024,12.429,11.867,13.017,NA,Percent,NA,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.4
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Lower working,disability,Yes,NA,NA,NA,NA,2014-2024,10.153,8.893,11.591,185,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.2
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Higher working,disability,Yes,NA,NA,NA,NA,2014-2024,9.847,8.578,11.303,169,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£9.8
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Intermediate,disability,Yes,NA,NA,NA,NA,2014-2024,10.541,9.208,12.066,204,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.5
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Lower professional,disability,Yes,NA,NA,NA,NA,2014-2024,10.942,9.503,12.6,203,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.9
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Higher professional,disability,Yes,NA,NA,NA,NA,2014-2024,11.507,9.988,13.256,195,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.5
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Lower working,disability,No,NA,NA,NA,NA,2014-2024,10.379,9.973,10.802,1221,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.4
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Higher working,disability,No,NA,NA,NA,NA,2014-2024,10.768,10.343,11.209,1430,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£10.8
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Intermediate,disability,No,NA,NA,NA,NA,2014-2024,11.085,10.654,11.534,1772,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.1
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Lower professional,disability,No,NA,NA,NA,NA,2014-2024,11.777,11.302,12.271,1653,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£11.8
in36,Direct effect of social origins on hourly earnings,disability,K02000001,country,United Kingdom,seb,Higher professional,disability,No,NA,NA,NA,NA,2014-2024,12.507,11.987,13.049,1534,Percent,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2014-2024,£12.5
in36,Direct effect of social origins on hourly earnings,seb_percentage,K02000001,country,United Kingdom,seb,Higher working,NA,NA,NA,NA,NA,NA,2022 to 2024,3.464,NA,NA,569,Percentage difference,Percentage differences relative to those with lower level (below GCSE grade 1 or equivalent),payhour_inflation_adjusted,weighti,25-29,2022-2024,3%
in36,Direct effect of social origins on hourly earnings,seb_percentage,K02000001,country,United Kingdom,seb,Intermediate,NA,NA,NA,NA,NA,NA,2022 to 2024,10.074,NA,NA,569,Percentage difference,Percentage differences relative to those with lower level (below GCSE grade 1 or equivalent),payhour_inflation_adjusted,weighti,25-29,2022-2024,10%
in36,Direct effect of social origins on hourly earnings,seb_percentage,K02000001,country,United Kingdom,seb,Lower professional,NA,NA,NA,NA,NA,NA,2022 to 2024,11.859,NA,NA,569,Percentage difference,Percentage differences relative to those with lower level (below GCSE grade 1 or equivalent),payhour_inflation_adjusted,weighti,25-29,2022-2024,12%
in36,Direct effect of social origins on hourly earnings,seb_percentage,K02000001,country,United Kingdom,seb,Higher professional,NA,NA,NA,NA,NA,NA,2022 to 2024,18.95,NA,NA,569,Percentage difference,Percentage differences relative to those with lower level (below GCSE grade 1 or equivalent),payhour_inflation_adjusted,weighti,25-29,2022-2024,19%
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower working,year,2016,NA,NA,NA,NA,2014 to 2016,9.986,9.418,10.588,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher working,year,2016,NA,NA,NA,NA,2014 to 2016,10.133,9.542,10.761,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10.1
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Intermediate,year,2016,NA,NA,NA,NA,2014 to 2016,10.485,9.884,11.122,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10.5
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower professional,year,2016,NA,NA,NA,NA,2014 to 2016,11.392,10.697,12.132,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11.4
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher professional,year,2016,NA,NA,NA,NA,2014 to 2016,12.02,11.256,12.835,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£12
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower working,year,2017,NA,NA,NA,NA,2015 to 2017,10.355,9.764,10.981,962,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10.4
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Intermediate,year,2017,NA,NA,NA,NA,2015 to 2017,10.995,10.356,11.673,962,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower professional,year,2017,NA,NA,NA,NA,2015 to 2017,11.703,10.988,12.465,962,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11.7
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher professional,year,2017,NA,NA,NA,NA,2015 to 2017,12.456,11.67,13.294,962,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£12.5
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher working,year,2017,NA,NA,NA,NA,2015 to 2017,10.751,10.131,11.408,962,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10.8
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower working,year,2018,NA,NA,NA,NA,2016 to 2018,10.873,10.229,11.558,831,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£10.9
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Lower professional,year,2018,NA,NA,NA,NA,2016 to 2018,12.441,11.663,13.27,831,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£12.4
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher professional,year,2018,NA,NA,NA,NA,2016 to 2018,13.22,12.363,14.136,831,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£13.2
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Higher working,year,2018,NA,NA,NA,NA,2016 to 2018,11.228,10.563,11.934,831,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11.2
in36,Direct effect of social origins on hourly earnings,trend,K02000001,country,United Kingdom,payhour_inflation_adjusted,Intermediate,year,2018,NA,NA,NA,NA,2016 to 2018,11.578,10.886,12.314,831,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11.6
