"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","neet","neet",NA,NA,"2014 to 2024",22.844,"20.644","25.188","1352","Average","3-year moving average",NA,NA,NA,NA,"23%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","neet","neet",NA,NA,"2014 to 2024",15.252,"13.354","17.340","1287","Average","3-year moving average",NA,NA,NA,NA,"15%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","neet","neet",NA,NA,"2014 to 2024",12.704,"11.001","14.542","1399","Average","3-year moving average",NA,NA,NA,NA,"13%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","neet","neet",NA,NA,"2014 to 2024",10.15,"8.632","11.922","1346","Average","3-year moving average",NA,NA,NA,NA,"10%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","neet","neet",NA,NA,"2014 to 2024",8.511,"6.948","10.286","1129","Average","3-year moving average",NA,NA,NA,NA,"9%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","neet","neet",NA,NA,"2014 to 2024",22.092,"19.924","24.499","1248","Average","3-year moving average",NA,NA,NA,NA,"22%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher working","neet","neet",NA,NA,"2014 to 2024",13.993,"12.130","16.013","1211","Average","3-year moving average",NA,NA,NA,NA,"14%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Intermediate","neet","neet",NA,NA,"2014 to 2024",11.828,"10.195","13.679","1304","Average","3-year moving average",NA,NA,NA,NA,"12%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower professional","neet","neet",NA,NA,"2014 to 2024",9.914,"8.433","11.695","1287","Average","3-year moving average",NA,NA,NA,NA,"10%"
"in21","Destinations following the end of compulsory full-time education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher professional","neet","neet",NA,NA,"2014 to 2024",8.642,"7.141","10.462","1123","Average","3-year moving average",NA,NA,NA,NA,"9%"
