measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
in35,Income returns to education,edu_percentage,K02000001,country,United Kingdom,edu,First degree,NA,NA,NA,NA,NA,NA,2022 to 2024,27.223,NA,NA,569,Percentage,Percentage difference in hourly earnings relative to those with lower level education,payhour_inflation_adjusted,weighti,25-29,2022-2024,27%
in35,Income returns to education,edu_percentage,K02000001,country,United Kingdom,edu,Further education below degree,NA,NA,NA,NA,NA,NA,2022 to 2024,15.617,NA,NA,569,Percentage,Percentage difference in hourly earnings relative to those with lower level education,payhour_inflation_adjusted,weighti,25-29,2022-2024,16%
in35,Income returns to education,edu_percentage,K02000001,country,United Kingdom,edu,A level and equivalent,NA,NA,NA,NA,NA,NA,2022 to 2024,7.939,NA,NA,569,Percentage,Percentage difference in hourly earnings relative to those with lower level education,payhour_inflation_adjusted,weighti,25-29,2022-2024,8%
in35,Income returns to education,edu_percentage,K02000001,country,United Kingdom,edu,"O level, GCSE and equivalent",NA,NA,NA,NA,NA,NA,2022 to 2024,3.114,NA,NA,569,Percentage,Percentage difference in hourly earnings relative to those with lower level education,payhour_inflation_adjusted,weighti,25-29,2022-2024,3%
in35,Income returns to education,edu_percentage,K02000001,country,United Kingdom,edu,Higher degree,NA,NA,NA,NA,NA,NA,2022 to 2024,41.405,NA,NA,569,Percentage,Percentage difference in hourly earnings relative to those with lower level education,payhour_inflation_adjusted,weighti,25-29,2022-2024,41%
in35,Income returns to education,trend,K02000001,country,United Kingdom,year,2016,edu,Higher degree,NA,NA,NA,NA,2014 to 2016,18.069,16.984,19.223,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£18.1
in35,Income returns to education,trend,K02000001,country,United Kingdom,year,2016,edu,First degree,NA,NA,NA,NA,2014 to 2016,15.264,14.547,16.017,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£15.3
in35,Income returns to education,trend,K02000001,country,United Kingdom,year,2016,edu,Further education below degree,NA,NA,NA,NA,2014 to 2016,12.972,12.157,13.842,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£13
in35,Income returns to education,trend,K02000001,country,United Kingdom,year,2016,edu,A level and equivalent,NA,NA,NA,NA,2014 to 2016,12.09,11.554,12.65,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£12.1
in35,Income returns to education,trend,K02000001,country,United Kingdom,year,2016,edu,"O level, GCSE and equivalent",NA,NA,NA,NA,2014 to 2016,11.572,10.954,12.226,1002,Pounds,Mean hourly earnings,payhour_inflation_adjusted,weighti,25-29,2022-2024,£11.6
