"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",12.804,"12.010","13.599","164","Average","3-year moving average",NA,NA,NA,NA,"£12.8"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",13.985,"12.916","15.053","237","Average","3-year moving average",NA,NA,NA,NA,"£14"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",14.544,"13.743","15.344","231","Average","3-year moving average",NA,NA,NA,NA,"£14.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",16.998,"15.755","18.242","204","Average","3-year moving average",NA,NA,NA,NA,"£17"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",18.48,"17.253","19.707","166","Average","3-year moving average",NA,NA,NA,NA,"£18.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",12.838,"12.069","13.607","176","Average","3-year moving average",NA,NA,NA,NA,"£12.8"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",14.368,"13.288","15.447","192","Average","3-year moving average",NA,NA,NA,NA,"£14.4"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",14.905,"14.039","15.771","210","Average","3-year moving average",NA,NA,NA,NA,"£14.9"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",17.174,"16.025","18.324","199","Average","3-year moving average",NA,NA,NA,NA,"£17.2"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",18.262,"17.141","19.383","185","Average","3-year moving average",NA,NA,NA,NA,"£18.3"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",12.988,"12.199","13.776","135","Average","3-year moving average",NA,NA,NA,NA,"£13"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",14.21,"13.326","15.095","155","Average","3-year moving average",NA,NA,NA,NA,"£14.2"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",15.157,"14.239","16.075","183","Average","3-year moving average",NA,NA,NA,NA,"£15.2"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",17.327,"16.287","18.366","202","Average","3-year moving average",NA,NA,NA,NA,"£17.3"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",18.88,"17.671","20.090","156","Average","3-year moving average",NA,NA,NA,NA,"£18.9"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",13.17,"12.362","13.978","164","Average","3-year moving average",NA,NA,NA,NA,"£13.2"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",14.81,"13.787","15.833","147","Average","3-year moving average",NA,NA,NA,NA,"£14.8"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",15.926,"14.843","17.010","209","Average","3-year moving average",NA,NA,NA,NA,"£15.9"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",17.389,"16.328","18.451","176","Average","3-year moving average",NA,NA,NA,NA,"£17.4"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",19.477,"18.047","20.908","193","Average","3-year moving average",NA,NA,NA,NA,"£19.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",13.845,"12.706","14.985","75","Average","3-year moving average",NA,NA,NA,NA,"£13.8"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",15.269,"14.206","16.332","128","Average","3-year moving average",NA,NA,NA,NA,"£15.3"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",16.287,"15.115","17.459","135","Average","3-year moving average",NA,NA,NA,NA,"£16.3"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",17.73,"16.614","18.847","171","Average","3-year moving average",NA,NA,NA,NA,"£17.7"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",19.904,"18.376","21.432","162","Average","3-year moving average",NA,NA,NA,NA,"£19.9"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",14.488,"13.262","15.715","121","Average","3-year moving average",NA,NA,NA,NA,"£14.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",15.468,"14.167","16.770","128","Average","3-year moving average",NA,NA,NA,NA,"£15.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",16.606,"15.439","17.773","191","Average","3-year moving average",NA,NA,NA,NA,"£16.6"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",18.092,"16.912","19.272","178","Average","3-year moving average",NA,NA,NA,NA,"£18.1"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",20.144,"18.646","21.642","189","Average","3-year moving average",NA,NA,NA,NA,"£20.1"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",14.701,"13.407","15.995","94","Average","3-year moving average",NA,NA,NA,NA,"£14.7"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",15.637,"14.277","16.997","87","Average","3-year moving average",NA,NA,NA,NA,"£15.6"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Intermediate",NA,NA,NA,NA,"2014 to 2024",16.6,"15.437","17.762","135","Average","3-year moving average",NA,NA,NA,NA,"£16.6"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower professional",NA,NA,NA,NA,"2014 to 2024",18.455,"16.994","19.916","137","Average","3-year moving average",NA,NA,NA,NA,"£18.5"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher professional",NA,NA,NA,NA,"2014 to 2024",19.676,"18.268","21.084","144","Average","3-year moving average",NA,NA,NA,NA,"£19.7"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Lower working",NA,NA,NA,NA,"2014 to 2024",14.309,"13.272","15.346","62","Average","3-year moving average",NA,NA,NA,NA,"£14.3"
"in34","Earnings of young people","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Higher working",NA,NA,NA,NA,"2014 to 2024",15.343,"13.829","16.857","51","Average","3-year moving average",NA,NA,NA,NA,"£15.3"
