"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2014",NA,NA,NA,NA,"2014-2024",27.031,"25.460","28.652","3034","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","27%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2015",NA,NA,NA,NA,"2014-2024",26.561,"24.947","28.204","2882","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","27%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2016",NA,NA,NA,NA,"2014-2024",28.377,"26.697","30.155","2666","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","28%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2017",NA,NA,NA,NA,"2014-2024",30.098,"28.378","31.863","2715","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","30%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2018",NA,NA,NA,NA,"2014-2024",30.525,"28.713","32.387","2464","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","31%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2019",NA,NA,NA,NA,"2014-2024",30.128,"28.311","32.030","2389","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","30%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2020",NA,NA,NA,NA,"2014-2024",33.467,"31.320","35.711","1816","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","33%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2021",NA,NA,NA,NA,"2014-2024",33.888,"31.878","35.944","2128","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","34%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2022",NA,NA,NA,NA,"2014-2024",32.372,"30.127","34.690","1656","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","32%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2023",NA,NA,NA,NA,"2014-2024",36.902,"33.998","39.860","1071","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","37%"
"in22","Entry to higher education","trend","K02000001","country","United Kingdom","he_entry_binary","Degree+","year","2024",NA,NA,NA,NA,"2014-2024",33.649,"31.325","36.123","1529","Percent",NA,"he_entry_binary, year","rweight","18-20","2014-2024","34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",16.306,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"16%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",20.556,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"21%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",29.683,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"30%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",36.572,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"37%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",44,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"44%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",18.339,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"18%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",23.1,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"23%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",30.984,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",36.057,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"36%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",42.585,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"43%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",19.892,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",23.872,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"24%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",30.622,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",39.7,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"40%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",44.253,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"44%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",20.137,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",24.433,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"24%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",28.724,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"29%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",41.165,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"41%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",46.434,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"46%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",19.418,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"19%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",27.492,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"27%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",30.66,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",41.421,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"41%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",46.658,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"47%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",18.824,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"19%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",31.264,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"31%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",33.037,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"33%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",38.441,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"38%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",48.739,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"49%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",19.613,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"20%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",33.992,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",33.676,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",37.961,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"38%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",48.03,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"48%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",23.577,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"24%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",34,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",34.007,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",40.272,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"40%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",50.011,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"50%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Lower working","he_entry","he_entry",NA,NA,"2014 to 2024",25.124,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"25%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Higher working","he_entry","he_entry",NA,NA,"2014 to 2024",32.448,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"32%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Intermediate","he_entry","he_entry",NA,NA,"2014 to 2024",34.472,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Lower professional","he_entry","he_entry",NA,NA,"2014 to 2024",41.652,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"42%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Higher professional","he_entry","he_entry",NA,NA,"2014 to 2024",48.351,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"48%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2016","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",29.006,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"29%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2017","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",30.064,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"30%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2018","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",31.619,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"32%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2019","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",32.438,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"32%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2020","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",33.807,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"34%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2021","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",35.047,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"35%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2022","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",35.649,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"36%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2023","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",37.37,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"37%"
"in22","Entry to higher education","trend_moving_average","K02000001","country","United Kingdom","year","2024","seb","Total","he_entry","he_entry",NA,NA,"2014 to 2024",37.319,"NA","NA",NA,"Average","3-year moving average",NA,NA,NA,NA,"37%"
"in22","Entry to higher education","seb","K02000001","country","United Kingdom","he_entry_binary","Degree+","seb","Lower working",NA,NA,NA,NA,"2024",25.189,"19.434","31.774","203","Percent",NA,"he_entry_binary, seb","rweight","18-20","2024","25%"
"in22","Entry to higher education","seb","K02000001","country","United Kingdom","he_entry_binary","Degree+","seb","Higher working",NA,NA,NA,NA,"2024",29.025,"22.161","36.739","159","Percent",NA,"he_entry_binary, seb","rweight","18-20","2024","29%"
"in22","Entry to higher education","seb","K02000001","country","United Kingdom","he_entry_binary","Degree+","seb","Intermediate",NA,NA,NA,NA,"2024",36.088,"29.564","43.631","190","Percent",NA,"he_entry_binary, seb","rweight","18-20","2024","36%"
"in22","Entry to higher education","seb","K02000001","country","United Kingdom","he_entry_binary","Degree+","seb","Lower professional",NA,NA,NA,NA,"2024",42.375,"36.712","48.154","300","Percent",NA,"he_entry_binary, seb","rweight","18-20","2024","42%"
