"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Education and apprenticeships/WBL","year","2023",NA,NA,NA,NA,"2011-2023",78.942,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"79%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","In employment (not in education or training)","year","2023",NA,NA,NA,NA,"2011-2023",8.333,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"8%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","NEET","year","2023",NA,NA,NA,NA,"2011-2023",8.032,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"8%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Other training","year","2023",NA,NA,NA,NA,"2011-2023",4.694,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"5%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Education and apprenticeships/WBL","year","2022",NA,NA,NA,NA,"2011-2023",78.507,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"79%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","In employment (not in education or training)","year","2022",NA,NA,NA,NA,"2011-2023",8.134,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"8%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","NEET","year","2022",NA,NA,NA,NA,"2011-2023",8.424,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"8%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Other training","year","2022",NA,NA,NA,NA,"2011-2023",4.935,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"5%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Education and apprenticeships/WBL","year","2021",NA,NA,NA,NA,"2011-2023",79.402,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"79%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","In employment (not in education or training)","year","2021",NA,NA,NA,NA,"2011-2023",8.632,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"9%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","NEET","year","2021",NA,NA,NA,NA,"2011-2023",7.12,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"7%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Other training","year","2021",NA,NA,NA,NA,"2011-2023",4.846,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"5%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","Education and apprenticeships/WBL","year","2020",NA,NA,NA,NA,"2011-2023",80.072,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"80%"
"dr21","Further education and training opportunities","trend","E92000001","Country","England","category","In employment (not in education or training)","year","2020",NA,NA,NA,NA,"2011-2023",7.652,NA,NA,NA,"Percent",NA,NA,NA,NA,NA,"8%"
