measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,fourth_split_type,fourth_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,1998,NA,NA,NA,NA,1998,25350.906,NA,NA,NA,£,NA,NA,NA,NA,NA,25351%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,1999,NA,NA,NA,NA,1999,26066.993,NA,NA,NA,£,NA,NA,NA,NA,NA,26067%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2000,NA,NA,NA,NA,2000,27135.922,NA,NA,NA,£,NA,NA,NA,NA,NA,27136%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2001,NA,NA,NA,NA,2001,27731.32,NA,NA,NA,£,NA,NA,NA,NA,NA,27731%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2002,NA,NA,NA,NA,2002,28043.478,NA,NA,NA,£,NA,NA,NA,NA,NA,28043%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2003,NA,NA,NA,NA,2003,28783.333,NA,NA,NA,£,NA,NA,NA,NA,NA,28783%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2004,NA,NA,NA,NA,2004,29305.761,NA,NA,NA,£,NA,NA,NA,NA,NA,29306%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2005,NA,NA,NA,NA,2005,29964.08,NA,NA,NA,£,NA,NA,NA,NA,NA,29964%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2006,NA,NA,NA,NA,2006,30486.713,NA,NA,NA,£,NA,NA,NA,NA,NA,30487%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2007,NA,NA,NA,NA,2007,31056.164,NA,NA,NA,£,NA,NA,NA,NA,NA,31056%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2008,NA,NA,NA,NA,2008,30771.768,NA,NA,NA,£,NA,NA,NA,NA,NA,30772%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2009,NA,NA,NA,NA,2009,29150.579,NA,NA,NA,£,NA,NA,NA,NA,NA,29151%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2010,NA,NA,NA,NA,2010,29600,NA,NA,NA,£,NA,NA,NA,NA,NA,29600%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2011,NA,NA,NA,NA,2011,29727.503,NA,NA,NA,£,NA,NA,NA,NA,NA,29728%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2012,NA,NA,NA,NA,2012,30009.988,NA,NA,NA,£,NA,NA,NA,NA,NA,30010%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2013,NA,NA,NA,NA,2013,30334.149,NA,NA,NA,£,NA,NA,NA,NA,NA,30334%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2014,NA,NA,NA,NA,2014,31106.538,NA,NA,NA,£,NA,NA,NA,NA,NA,31107%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2015,NA,NA,NA,NA,2015,31473.621,NA,NA,NA,£,NA,NA,NA,NA,NA,31474%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2016,NA,NA,NA,NA,2016,31845.701,NA,NA,NA,£,NA,NA,NA,NA,NA,31846%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2017,NA,NA,NA,NA,2017,32560.185,NA,NA,NA,£,NA,NA,NA,NA,NA,32560%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2018,NA,NA,NA,NA,2018,32821.995,NA,NA,NA,£,NA,NA,NA,NA,NA,32822%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2019,NA,NA,NA,NA,2019,33218.646,NA,NA,NA,£,NA,NA,NA,NA,NA,33219%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2020,NA,NA,NA,NA,2020,29928.346,NA,NA,NA,£,NA,NA,NA,NA,NA,29928%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2021,NA,NA,NA,NA,2021,32358.051,NA,NA,NA,£,NA,NA,NA,NA,NA,32358%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2022,NA,NA,NA,NA,2022,33521,NA,NA,NA,£,NA,NA,NA,NA,NA,33521%
dr55,GVA per capita,trend,K02000001,country,United Kingdom,area_name,United Kingdom,time_period,2023,NA,NA,NA,NA,2023,33305.351,NA,NA,NA,£,NA,NA,NA,NA,NA,33305%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,1998,NA,NA,NA,NA,1998,24851.03,NA,NA,NA,£,NA,NA,NA,NA,NA,24851%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,1999,NA,NA,NA,NA,1999,25618.898,NA,NA,NA,£,NA,NA,NA,NA,NA,25619%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2000,NA,NA,NA,NA,2000,26704.403,NA,NA,NA,£,NA,NA,NA,NA,NA,26704%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2001,NA,NA,NA,NA,2001,27263.889,NA,NA,NA,£,NA,NA,NA,NA,NA,27264%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2002,NA,NA,NA,NA,2002,27632.53,NA,NA,NA,£,NA,NA,NA,NA,NA,27633%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2003,NA,NA,NA,NA,2003,28396.171,NA,NA,NA,£,NA,NA,NA,NA,NA,28396%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2004,NA,NA,NA,NA,2004,28909.353,NA,NA,NA,£,NA,NA,NA,NA,NA,28909%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2005,NA,NA,NA,NA,2005,29609.551,NA,NA,NA,£,NA,NA,NA,NA,NA,29610%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2006,NA,NA,NA,NA,2006,30262.724,NA,NA,NA,£,NA,NA,NA,NA,NA,30263%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2007,NA,NA,NA,NA,2007,30927.224,NA,NA,NA,£,NA,NA,NA,NA,NA,30927%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2008,NA,NA,NA,NA,2008,30714.472,NA,NA,NA,£,NA,NA,NA,NA,NA,30714%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2009,NA,NA,NA,NA,2009,29031.606,NA,NA,NA,£,NA,NA,NA,NA,NA,29032%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2010,NA,NA,NA,NA,2010,29645.12,NA,NA,NA,£,NA,NA,NA,NA,NA,29645%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2011,NA,NA,NA,NA,2011,29856.423,NA,NA,NA,£,NA,NA,NA,NA,NA,29856%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2012,NA,NA,NA,NA,2012,30276.119,NA,NA,NA,£,NA,NA,NA,NA,NA,30276%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2013,NA,NA,NA,NA,2013,30659.341,NA,NA,NA,£,NA,NA,NA,NA,NA,30659%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2014,NA,NA,NA,NA,2014,31444.043,NA,NA,NA,£,NA,NA,NA,NA,NA,31444%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2015,NA,NA,NA,NA,2015,31810.427,NA,NA,NA,£,NA,NA,NA,NA,NA,31810%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2016,NA,NA,NA,NA,2016,32186.047,NA,NA,NA,£,NA,NA,NA,NA,NA,32186%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2017,NA,NA,NA,NA,2017,32868.421,NA,NA,NA,£,NA,NA,NA,NA,NA,32868%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2018,NA,NA,NA,NA,2018,33146.067,NA,NA,NA,£,NA,NA,NA,NA,NA,33146%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2019,NA,NA,NA,NA,2019,33531.868,NA,NA,NA,£,NA,NA,NA,NA,NA,33532%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2020,NA,NA,NA,NA,2020,30198.545,NA,NA,NA,£,NA,NA,NA,NA,NA,30199%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2021,NA,NA,NA,NA,2021,32731.092,NA,NA,NA,£,NA,NA,NA,NA,NA,32731%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2022,NA,NA,NA,NA,2022,33902,NA,NA,NA,£,NA,NA,NA,NA,NA,33902%
dr55,GVA per capita,trend,K02000001,country,England,area_name,England,time_period,2023,NA,NA,NA,NA,2023,33731.123,NA,NA,NA,£,NA,NA,NA,NA,NA,33731%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,1998,NA,NA,NA,NA,1998,18185.185,NA,NA,NA,£,NA,NA,NA,NA,NA,18185%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,1999,NA,NA,NA,NA,1999,18555.556,NA,NA,NA,£,NA,NA,NA,NA,NA,18556%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2000,NA,NA,NA,NA,2000,19322.115,NA,NA,NA,£,NA,NA,NA,NA,NA,19322%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2001,NA,NA,NA,NA,2001,19810.51,NA,NA,NA,£,NA,NA,NA,NA,NA,19811%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2002,NA,NA,NA,NA,2002,20075.969,NA,NA,NA,£,NA,NA,NA,NA,NA,20076%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2003,NA,NA,NA,NA,2003,20686.747,NA,NA,NA,£,NA,NA,NA,NA,NA,20687%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2004,NA,NA,NA,NA,2004,21133.041,NA,NA,NA,£,NA,NA,NA,NA,NA,21133%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2005,NA,NA,NA,NA,2005,21281.87,NA,NA,NA,£,NA,NA,NA,NA,NA,21282%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2006,NA,NA,NA,NA,2006,21874.652,NA,NA,NA,£,NA,NA,NA,NA,NA,21875%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2007,NA,NA,NA,NA,2007,21893.243,NA,NA,NA,£,NA,NA,NA,NA,NA,21893%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2008,NA,NA,NA,NA,2008,21144.343,NA,NA,NA,£,NA,NA,NA,NA,NA,21144%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2009,NA,NA,NA,NA,2009,20419.108,NA,NA,NA,£,NA,NA,NA,NA,NA,20419%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2010,NA,NA,NA,NA,2010,20699.115,NA,NA,NA,£,NA,NA,NA,NA,NA,20699%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2011,NA,NA,NA,NA,2011,21198.999,NA,NA,NA,£,NA,NA,NA,NA,NA,21199%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2012,NA,NA,NA,NA,2012,21496.305,NA,NA,NA,£,NA,NA,NA,NA,NA,21496%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2013,NA,NA,NA,NA,2013,21853.688,NA,NA,NA,£,NA,NA,NA,NA,NA,21854%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2014,NA,NA,NA,NA,2014,22150.718,NA,NA,NA,£,NA,NA,NA,NA,NA,22151%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2015,NA,NA,NA,NA,2015,22660.735,NA,NA,NA,£,NA,NA,NA,NA,NA,22661%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2016,NA,NA,NA,NA,2016,23194.152,NA,NA,NA,£,NA,NA,NA,NA,NA,23194%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2017,NA,NA,NA,NA,2017,23579.977,NA,NA,NA,£,NA,NA,NA,NA,NA,23580%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2018,NA,NA,NA,NA,2018,24170.843,NA,NA,NA,£,NA,NA,NA,NA,NA,24171%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2019,NA,NA,NA,NA,2019,24533.259,NA,NA,NA,£,NA,NA,NA,NA,NA,24533%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2020,NA,NA,NA,NA,2020,22094.837,NA,NA,NA,£,NA,NA,NA,NA,NA,22095%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2021,NA,NA,NA,NA,2021,23387.885,NA,NA,NA,£,NA,NA,NA,NA,NA,23388%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2022,NA,NA,NA,NA,2022,23934,NA,NA,NA,£,NA,NA,NA,NA,NA,23934%
dr55,GVA per capita,trend,K02000001,country,Wales,area_name,Wales,time_period,2023,NA,NA,NA,NA,2023,23659.926,NA,NA,NA,£,NA,NA,NA,NA,NA,23660%
dr55,GVA per capita,trend,K02000001,country,Scotland,area_name,Scotland,time_period,1998,NA,NA,NA,NA,1998,22198.068,NA,NA,NA,£,NA,NA,NA,NA,NA,22198%
dr55,GVA per capita,trend,K02000001,country,Scotland,area_name,Scotland,time_period,1999,NA,NA,NA,NA,1999,22547.504,NA,NA,NA,£,NA,NA,NA,NA,NA,22548%
