"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2014",NA,NA,NA,NA,NA,NA,"2014",41.049,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"41%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2015",NA,NA,NA,NA,NA,NA,"2015",42.869,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"43%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2016",NA,NA,NA,NA,NA,NA,"2016",45.037,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"45%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2017",NA,NA,NA,NA,NA,NA,"2017",46.48,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"46%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2018",NA,NA,NA,NA,NA,NA,"2018",49.981,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"50%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2019",NA,NA,NA,NA,NA,NA,"2019",50.242,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"50%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2020",NA,NA,NA,NA,NA,NA,"2020",49.731,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"50%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2021",NA,NA,NA,NA,NA,NA,"2021",53.359,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"53%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2022",NA,NA,NA,NA,NA,NA,"2022",51.553,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"52%"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2023",NA,NA,NA,NA,NA,NA,"2023",49.973,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"50%"
"dr52","Business expenditure on research and development","geography",NA,"ITL2","Tees Valley and Durham","area_name","Tees Valley and Durham","quintile","2",NA,NA,NA,NA,"2023",30.623,"NA","NA",NA,"millions of £",NA,NA,NA,NA,NA,"31%"
"dr52","Business expenditure on research and development","geography",NA,"ITL2","Northumberland, and Tyne and Wear","area_name","Northumberland, and Tyne and Wear","quintile","2",NA,NA,NA,NA,"2023",23.509,"NA","NA",NA,"millions of £",NA,NA,NA,NA,NA,"24%"
"dr52","Business expenditure on research and development","geography",NA,"ITL2","Cumbria","area_name","Cumbria","quintile","3",NA,NA,NA,NA,"2023",41.381,"NA","NA",NA,"millions of £",NA,NA,NA,NA,NA,"41%"
"dr52","Business expenditure on research and development","geography",NA,"ITL2","Greater Manchester","area_name","Greater Manchester","quintile","2",NA,NA,NA,NA,"2023",33.405,"NA","NA",NA,"millions of £",NA,NA,NA,NA,NA,"33%"
