"Ind_code","Ind_name","Area_type","Area_code","Area_name","Time_period","SEB","Age","Sex","Category_type","Category","Value","Sample_size","LCI","UCI","SE","Unit","Value_note"
"DR51","Broadband speed","ITL2",NA,"Tees Valley and Durham",2014,NA,NA,NA,NA,NA,20.59,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Northumberland, and Tyne and Wear",2014,NA,NA,NA,NA,NA,19.18,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Cumbria",2014,NA,NA,NA,NA,NA,10.04,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Greater Manchester",2014,NA,NA,NA,NA,NA,23.72,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Lancashire",2014,NA,NA,NA,NA,NA,18.01,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Cheshire",2014,NA,NA,NA,NA,NA,17.63,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Merseyside",2014,NA,NA,NA,NA,NA,23.52,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"East Yorkshire and Northern Lincolnshire",2014,NA,NA,NA,NA,NA,16.47,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"North Yorkshire",2014,NA,NA,NA,NA,NA,14.53,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"South Yorkshire",2014,NA,NA,NA,NA,NA,18.61,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"West Yorkshire",2014,NA,NA,NA,NA,NA,20.06,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Derbyshire and Nottinghamshire",2014,NA,NA,NA,NA,NA,21.02,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Leicestershire, Rutland and Northamptonshire",2014,NA,NA,NA,NA,NA,20.99,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Lincolnshire",2014,NA,NA,NA,NA,NA,14.91,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Herefordshire, Worcestershire and Warwickshire",2014,NA,NA,NA,NA,NA,16.19,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Shropshire and Staffordshire",2014,NA,NA,NA,NA,NA,17.08,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"West Midlands",2014,NA,NA,NA,NA,NA,25.58,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"East Anglia",2014,NA,NA,NA,NA,NA,15.64,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Bedfordshire and Hertfordshire",2014,NA,NA,NA,NA,NA,24.75,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Essex",2014,NA,NA,NA,NA,NA,19.64,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Inner London - West",2014,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Inner London - East",2014,NA,NA,NA,NA,NA,22.37,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Outer London - East and North East",2014,NA,NA,NA,NA,NA,26.68,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Outer London - South",2014,NA,NA,NA,NA,NA,28.66,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Outer London - West and North West",2014,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Berkshire, Buckinghamshire and Oxfordshire",2014,NA,NA,NA,NA,NA,19.52,NA,NA,NA,NA,"Megabits per second",NA
"DR51","Broadband speed","ITL2",NA,"Surrey, East and West Sussex",2014,NA,NA,NA,NA,NA,20.96,NA,NA,NA,NA,"Megabits per second",NA
