"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Lower level (below CSE grade 1)",25.14544538,NA,NA,NA,605,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Lower level (below CSE grade 1)",15.83255596,NA,NA,NA,368,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Lower level (below CSE grade 1)",13.04605096,NA,NA,NA,378,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Lower level (below CSE grade 1)",5.796087548,NA,NA,NA,149,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Lower level (below CSE grade 1)",3.499574534,NA,NA,NA,78,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","O level, GCSE and equivalent",17.66325825,NA,NA,NA,424,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","O level, GCSE and equivalent",15.72688426,NA,NA,NA,368,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","O level, GCSE and equivalent",12.65099596,NA,NA,NA,401,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","O level, GCSE and equivalent",9.799664444,NA,NA,NA,241,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","O level, GCSE and equivalent",6.99032816,NA,NA,NA,151,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","A level and equivalent",30.88254037,NA,NA,NA,732,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","A level and equivalent",33.08024728,NA,NA,NA,786,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","A level and equivalent",28.19529527,NA,NA,NA,865,"2014-21","Percentage",NA,"Men",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","A level and equivalent",25.48549663,NA,NA,NA,644,"2014-21","Percentage",NA,"Men",NA,NA
