"Ind_code","Ind_name","Area_type","Area_code","Area_name","Time_period","SEB","Age","Sex","Category_type","Category","Category_type2","Category2","Value","Sample_size","LCI","UCI","SE","Unit","Value_note"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1910-19",NA,"25-65","Men",NA,NA,NA,NA,0.619,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1920-29",NA,"25-65","Men",NA,NA,NA,NA,0.614,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1930-39",NA,"25-65","Men",NA,NA,NA,NA,0.633,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1940-49",NA,"25-65","Men",NA,NA,NA,NA,0.636,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1950-59",NA,"25-65","Men",NA,NA,NA,NA,0.654,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1960-69",NA,"25-65","Men",NA,NA,NA,NA,0.645,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1970-79",NA,"25-65","Men",NA,NA,NA,NA,0.624,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1980-89",NA,"25-65","Men",NA,NA,NA,NA,0.607,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1990-99",NA,"25-65","Men",NA,NA,NA,NA,0.614,NA,NA,NA,NA,"Percentage","Total"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1910-19",NA,"25-65","Men",NA,NA,NA,NA,0.343,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1920-29",NA,"25-65","Men",NA,NA,NA,NA,0.367,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1930-39",NA,"25-65","Men",NA,NA,NA,NA,0.416,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1940-49",NA,"25-65","Men",NA,NA,NA,NA,0.42,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1950-59",NA,"25-65","Men",NA,NA,NA,NA,0.412,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1960-69",NA,"25-65","Men",NA,NA,NA,NA,0.389,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1970-79",NA,"25-65","Men",NA,NA,NA,NA,0.376,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1980-89",NA,"25-65","Men",NA,NA,NA,NA,0.341,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1990-99",NA,"25-65","Men",NA,NA,NA,NA,0.326,NA,NA,NA,NA,"Percentage","Upward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1910-19",NA,"25-65","Men",NA,NA,NA,NA,0.275,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1920-29",NA,"25-65","Men",NA,NA,NA,NA,0.247,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1930-39",NA,"25-65","Men",NA,NA,NA,NA,0.217,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1940-49",NA,"25-65","Men",NA,NA,NA,NA,0.216,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1950-59",NA,"25-65","Men",NA,NA,NA,NA,0.242,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1960-69",NA,"25-65","Men",NA,NA,NA,NA,0.256,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1970-79",NA,"25-65","Men",NA,NA,NA,NA,0.248,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1980-89",NA,"25-65","Men",NA,NA,NA,NA,0.266,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1990-99",NA,"25-65","Men",NA,NA,NA,NA,0.288,NA,NA,NA,NA,"Percentage","Downward"
"MO11","Absolute occupational mobility","National",NA,"United Kingdom","1910-19",NA,"25-65","Women",NA,NA,NA,NA,0.721,NA,NA,NA,NA,"Percentage","Total"
