"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White British",17.68764756,16.44396195,19.00400179,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White British",61.90830973,60.04461357,63.73757466,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White other",24.42939146,22.09490601,26.92528397,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White other",70.97216318,68.25440536,73.54742501,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Mixed",27.75203528,23.36053413,32.61773244,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Mixed",74.3934163,69.75920274,78.53597413,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Indian",49.26800104,43.9874187,54.56496672,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Indian",88.01689325,85.5963472,90.07781714,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Other",28.21987339,24.49062212,32.27427118,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Other",74.83312029,71.12707805,78.20920243,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black African",29.59914155,24.26137356,35.5599019,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black African",76.07603876,70.80769516,80.65338209,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Bangladeshi",28.01582638,21.47348182,35.64660448,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Bangladeshi",74.64251357,67.36345896,80.76173913,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Pakistani",24.80792724,20.77027269,29.3398249,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Pakistani",71.39058968,66.47576803,75.84667405,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Chinese",59.2142388,47.93657463,69.59830656,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Chinese",91.6532633,87.47408525,94.52535649,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black Caribbean",19.21943752,14.74751987,24.6552166,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black Caribbean",64.27910242,56.69164474,71.212275,NA,22469,"2014-21","Percentage",NA,"Total",NA,NA
