"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Lower level (below CSE grade 1)",19.11987426,NA,NA,NA,544,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Lower level (below CSE grade 1)",10.7810705,NA,NA,NA,304,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Lower level (below CSE grade 1)",9.534174712,NA,NA,NA,304,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Lower level (below CSE grade 1)",4.159557221,NA,NA,NA,113,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Lower level (below CSE grade 1)",3.234604389,NA,NA,NA,80,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","O level, GCSE and equivalent",17.71381235,NA,NA,NA,527,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","O level, GCSE and equivalent",14.0170523,NA,NA,NA,381,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","O level, GCSE and equivalent",10.89491306,NA,NA,NA,364,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","O level, GCSE and equivalent",7.275069755,NA,NA,NA,223,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","O level, GCSE and equivalent",3.907674237,NA,NA,NA,104,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","A level and equivalent",31.32339424,NA,NA,NA,919,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","A level and equivalent",32.01473708,NA,NA,NA,879,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","A level and equivalent",27.85876765,NA,NA,NA,923,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","A level and equivalent",20.29717087,NA,NA,NA,612,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","A level and equivalent",15.39993808,NA,NA,NA,396,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Further education below degree",7.238103182,NA,NA,NA,210,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Further education below degree",8.215384426,NA,NA,NA,226,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Further education below degree",7.289450145,NA,NA,NA,246,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","Further education below degree",7.166163294,NA,NA,NA,215,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","Further education below degree",6.147321906,NA,NA,NA,154,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","First degree",18.62410537,NA,NA,NA,523,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","First degree",27.67078732,NA,NA,NA,705,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","First degree",32.91137821,NA,NA,NA,1038,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Highest qualification","First degree",42.45319582,NA,NA,NA,1173,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Highest qualification","First degree",45.01297498,NA,NA,NA,1051,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Lower working","Highest qualification","Higher degree",5.829587978,NA,NA,NA,154,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Higher working","Highest qualification","Higher degree",7.166001818,NA,NA,NA,175,"2014-21","Percentage",NA,"Women",NA,NA
"IN23","Highest qualification of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Highest qualification","Higher degree",11.47941459,NA,NA,NA,347,"2014-21","Percentage",NA,"Women",NA,NA
