"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White British",23.90515119,22.41628297,25.46045639,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White British",59.39610811,57.54444317,61.2214367,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","White other",19.37435066,17.32140698,21.60702282,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","White other",52.80666205,49.46661741,56.12176648,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Mixed",27.64181115,23.35355571,32.38478648,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Mixed",64.01354956,58.69254985,69.01102203,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Indian",29.87059789,25.99715731,34.05557332,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Indian",66.48055768,62.17090158,70.53195342,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Other",20.38456766,17.2673911,23.90189483,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Other",54.38425077,49.44461974,59.23911821,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black African",22.2418476,17.79422888,27.43019738,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black African",57.11693173,50.32863304,63.64760372,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Bangladeshi",18.78509902,13.76968014,25.09566189,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Bangladeshi",51.85456381,42.59424131,60.98921168,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Pakistani",16.69443699,13.59356542,20.33618003,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Pakistani",48.27097991,42.35734828,54.23344187,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Chinese",29.34144593,22.08395123,37.82611175,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Chinese",65.91240805,56.98484058,73.83777439,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Ethnicity","Black Caribbean",25.02953634,19.39428589,31.65906918,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Ethnicity","Black Caribbean",60.85482056,52.86505855,68.30230363,NA,22490,"2014-21","Percentage",NA,"Total",NA,NA
