"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex"
"IN43","Income progression","K02000001","United Kingdom","Country","25","Lower working","Sex","Women",12825.13,11934.58,13715.68,454.3377,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","26","Lower working","Sex","Women",14106.02,13344.37,14867.67,388.5778,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","27","Lower working","Sex","Women",15290.27,14629.14,15951.39,337.2909,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","28","Lower working","Sex","Women",16377.88,15787.58,16968.18,301.1584,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","29","Lower working","Sex","Women",17368.85,16820.53,17917.17,279.7391,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","30","Lower working","Sex","Women",18263.18,17732.08,18794.28,270.9552,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","31","Lower working","Sex","Women",19060.88,18528.85,19592.91,271.4311,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","32","Lower working","Sex","Women",19761.94,19217.93,20305.95,277.5421,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","33","Lower working","Sex","Women",20366.36,19805.09,20927.63,286.3457,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","34","Lower working","Sex","Women",20874.14,20294.03,21454.25,295.9585,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","35","Lower working","Sex","Women",21285.29,20686.39,21884.19,305.5447,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","36","Lower working","Sex","Women",21599.79,20982.01,22217.58,315.1806,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","37","Lower working","Sex","Women",21817.66,21179.22,22456.11,325.7191,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","38","Lower working","Sex","Women",21938.89,21275.09,22602.7,338.6577,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","39","Lower working","Sex","Women",21963.49,21265.77,22661.2,355.9598,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","40","Lower working","Sex","Women",21891.44,21147.02,22635.87,379.789,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","41","Lower working","Sex","Women",21722.76,20914.85,22530.66,412.1757,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","42","Lower working","Sex","Women",21457.44,20566.14,22348.73,454.7186,NA,"2014-21","Predictive margins",NA,"Women"
"IN43","Income progression","K02000001","United Kingdom","Country","43","Lower working","Sex","Women",21095.48,20098.89,22092.06,508.4345,NA,"2014-21","Predictive margins",NA,"Women"
