"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"in12","Attainment at age 11","geography_map",,"ITL2","Bedfordshire and Hertfordshire","seb","FSM eligible","area_name","Bedfordshire and Hertfordshire","quintile",2,,,2024,40.53,,,,"Percent",,,,,,"41%"
"in12","Attainment at age 11","geography_map",,"ITL2","Berkshire, Buckinghamshire and Oxfordshire","seb","FSM eligible","area_name","Berkshire, Buckinghamshire and Oxfordshire","quintile",1,,,2024,39.538,,,,"Percent",,,,,,"40%"
"in12","Attainment at age 11","geography_map",,"ITL2","Cheshire","seb","FSM eligible","area_name","Cheshire","quintile",3,,,2024,43.552,,,,"Percent",,,,,,"44%"
"in12","Attainment at age 11","geography_map",,"ITL2","Cornwall and Isles of Scilly","seb","FSM eligible","area_name","Cornwall and Isles of Scilly","quintile",2,,,2024,42.265,,,,"Percent",,,,,,"42%"
"in12","Attainment at age 11","geography_map",,"ITL2","Cumbria","seb","FSM eligible","area_name","Cumbria","quintile",1,,,2024,38.84,,,,"Percent",,,,,,"39%"
"in12","Attainment at age 11","geography_map",,"ITL2","Derbyshire and Nottinghamshire","seb","FSM eligible","area_name","Derbyshire and Nottinghamshire","quintile",3,,,2024,43.887,,,,"Percent",,,,,,"44%"
"in12","Attainment at age 11","geography_map",,"ITL2","Devon","seb","FSM eligible","area_name","Devon","quintile",2,,,2024,41.055,,,,"Percent",,,,,,"41%"
"in12","Attainment at age 11","geography_map",,"ITL2","Dorset and Somerset","seb","FSM eligible","area_name","Dorset and Somerset","quintile",1,,,2024,38.529,,,,"Percent",,,,,,"39%"
"in12","Attainment at age 11","geography_map",,"ITL2","East Anglia","seb","FSM eligible","area_name","East Anglia","quintile",1,,,2024,39.326,,,,"Percent",,,,,,"39%"
"in12","Attainment at age 11","geography_map",,"ITL2","East Yorkshire and Northern Lincolnshire","seb","FSM eligible","area_name","East Yorkshire and Northern Lincolnshire","quintile",4,,,2024,49.472,,,,"Percent",,,,,,"49%"
"in12","Attainment at age 11","geography_map",,"ITL2","Essex","seb","FSM eligible","area_name","Essex","quintile",3,,,2024,44.13,,,,"Percent",,,,,,"44%"
"in12","Attainment at age 11","geography_map",,"ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","seb","FSM eligible","area_name","Gloucestershire, Wiltshire and Bath/Bristol area","quintile",1,,,2024,36.394,,,,"Percent",,,,,,"36%"
"in12","Attainment at age 11","geography_map",,"ITL2","Greater Manchester","seb","FSM eligible","area_name","Greater Manchester","quintile",4,,,2024,48.104,,,,"Percent",,,,,,"48%"
"in12","Attainment at age 11","geography_map",,"ITL2","Hampshire and Isle of Wight","seb","FSM eligible","area_name","Hampshire and Isle of Wight","quintile",2,,,2024,40.133,,,,"Percent",,,,,,"40%"
"in12","Attainment at age 11","geography_map",,"ITL2","Herefordshire, Worcestershire and Warwickshire","seb","FSM eligible","area_name","Herefordshire, Worcestershire and Warwickshire","quintile",2,,,2024,40.064,,,,"Percent",,,,,,"40%"
"in12","Attainment at age 11","geography_map",,"ITL2","Inner London - East","seb","FSM eligible","area_name","Inner London - East","quintile",5,,,2024,60.512,,,,"Percent",,,,,,"61%"
"in12","Attainment at age 11","geography_map",,"ITL2","Inner London - West","seb","FSM eligible","area_name","Inner London - West","quintile",5,,,2024,60.963,,,,"Percent",,,,,,"61%"
"in12","Attainment at age 11","geography_map",,"ITL2","Kent","seb","FSM eligible","area_name","Kent","quintile",3,,,2024,43.369,,,,"Percent",,,,,,"43%"
"in12","Attainment at age 11","geography_map",,"ITL2","Lancashire","seb","FSM eligible","area_name","Lancashire","quintile",2,,,2024,43.204,,,,"Percent",,,,,,"43%"
"in12","Attainment at age 11","geography_map",,"ITL2","Leicestershire, Rutland and Northamptonshire","seb","FSM eligible","area_name","Leicestershire, Rutland and Northamptonshire","quintile",4,,,2024,44.693,,,,"Percent",,,,,,"45%"
"in12","Attainment at age 11","geography_map",,"ITL2","Lincolnshire","seb","FSM eligible","area_name","Lincolnshire","quintile",2,,,2024,41.307,,,,"Percent",,,,,,"41%"
"in12","Attainment at age 11","geography_map",,"ITL2","Merseyside","seb","FSM eligible","area_name","Merseyside","quintile",3,,,2024,43.572,,,,"Percent",,,,,,"44%"
"in12","Attainment at age 11","geography_map",,"ITL2","North Yorkshire","seb","FSM eligible","area_name","North Yorkshire","quintile",1,,,2024,35.319,,,,"Percent",,,,,,"35%"
"in12","Attainment at age 11","geography_map",,"ITL2","Northumberland, and Tyne and Wear","seb","FSM eligible","area_name","Northumberland, and Tyne and Wear","quintile",4,,,2024,47.9,,,,"Percent",,,,,,"48%"
"in12","Attainment at age 11","geography_map",,"ITL2","Outer London - East and North East","seb","FSM eligible","area_name","Outer London - East and North East","quintile",5,,,2024,54.471,,,,"Percent",,,,,,"54%"
