"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher professional",26.77,23.242,30.298,1.8,154,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher professional",21.42,18.284,24.556,1.6,130,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher professional",18,15.06,20.94,1.5,122,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher professional",12.71,9.574,15.846,1.6,56,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher professional",9.61,7.062,12.158,1.3,50,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Higher professional",18.19,16.818,19.562,0.7,512,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower professional",34.66,NA,NA,NA,190,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower professional",28.71,NA,NA,NA,186,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower professional",25.88,NA,NA,NA,179,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower professional",26.03,NA,NA,NA,117,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower professional",17.39,NA,NA,NA,95,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Lower professional",26.76,NA,NA,NA,767,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Intermediate",17.08,NA,NA,NA,101,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Intermediate",21.56,NA,NA,NA,133,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Intermediate",21.44,NA,NA,NA,150,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Intermediate",16.84,NA,NA,NA,78,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Intermediate",18.72,NA,NA,NA,105,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Intermediate",19.35,NA,NA,NA,567,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher working",8.52,NA,NA,NA,56,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher working",13.55,NA,NA,NA,81,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher working",14.06,NA,NA,NA,98,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher working",21.88,NA,NA,NA,85,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher working",22.54,NA,NA,NA,116,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Higher working",15.58,NA,NA,NA,436,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower working",12.98,10.236,15.724,1.4,76,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower working",14.76,12.016,17.504,1.4,96,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower working",20.62,17.484,23.756,1.6,124,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower working",22.53,18.61,26.45,2,85,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower working",31.73,27.614,35.846,2.1,142,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Lower working",20.12,18.552,21.688,0.8,523,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLI3","Inner London - West","ITL2","25-29",NA,"Occupational level","Higher professional",0.086212,-0.94100636,1.11343036,0.524091,72,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLI4","Inner London - East","ITL2","25-29",NA,"Occupational level","Higher professional",0.008951,-1.00662888,1.02453088,0.518153,185,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLI6","Outer London - South","ITL2","25-29",NA,"Occupational level","Higher professional",0.005565,-1.01339588,1.02452588,0.519878,145,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLI5","Outer London - East and North East","ITL2","25-29",NA,"Occupational level","Higher professional",0.209765,-0.79915088,1.21868088,0.514753,236,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLI7","Outer London - West and North West","ITL2","25-29",NA,"Occupational level","Higher professional",0.024796,-0.991121,1.040713,0.518325,172,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLH2","Bedfordshire and Hertfordshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.210581,-0.792988,1.21415,0.512025,295,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLJ1","Berkshire, Buckinghamshire and Oxfordshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.00138,-0.99283228,0.99007228,0.505843,413,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD6","Cheshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02341,-1.04214548,0.99532548,0.519763,148,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLK3","Cornwall and Isles of Scilly","ITL2","25-29",NA,"Occupational level","Higher professional",-0.08617,-1.11188308,0.93954308,0.523323,87,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD1","Cumbria","ITL2","25-29",NA,"Occupational level","Higher professional",0.06844,-0.9540528,1.0909328,0.52168,112,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLF1","Derbyshire and Nottinghamshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.031714,-0.96467944,1.02810744,0.508364,363,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLK4","Devon","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02123,-1.03290556,0.99044556,0.516161,217,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLK2","Dorset and Somerset","ITL2","25-29",NA,"Occupational level","Higher professional",0.161342,-0.84834416,1.17102816,0.515146,232,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLH1","East Anglia","ITL2","25-29",NA,"Occupational level","Higher professional",-0.01542,-1.00749948,0.97665948,0.506163,414,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE1","East Yorkshire and Northern Lincolnshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.01276,-1.02968836,1.00416836,0.518841,166,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLH3","Essex","ITL2","25-29",NA,"Occupational level","Higher professional",-0.01749,-1.02225068,0.98727068,0.512633,276,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLK1","Gloucestershire, Wiltshire and Bath/Bristol area","ITL2","25-29",NA,"Occupational level","Higher professional",-0.05903,-1.04716008,0.92910008,0.504148,443,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD3","Greater Manchester","ITL2","25-29",NA,"Occupational level","Higher professional",0.110706,-0.88168708,1.10309908,0.506323,426,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLJ3","Hampshire and Isle of Wight","ITL2","25-29",NA,"Occupational level","Higher professional",0.087223,-0.91612844,1.09057444,0.511914,294,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLG1","Herefordshire, Worcestershire and Warwickshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.01498,-1.02610284,0.99614284,0.515879,225,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLJ4","Kent","ITL2","25-29",NA,"Occupational level","Higher professional",-0.08099,-1.08542532,0.92344532,0.512467,283,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD4","Lancashire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.1315,-1.136588,0.873588,0.5128,280,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLF2","Leicestershire, Rutland and Northamptonshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.00906,-0.99364464,1.01176464,0.511584,303,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLF3","Lincolnshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.23638,-1.25602296,0.78326296,0.520226,136,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLD7","Merseyside","ITL2","25-29",NA,"Occupational level","Higher professional",-0.15858,-1.16837592,0.85121592,0.515202,233,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE2","North Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.009082,-1.00886164,1.02702564,0.519359,155,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLN0","Northern Ireland","ITL2","25-29",NA,"Occupational level","Higher professional",0.129253,-0.82208592,1.08059192,0.485377,868,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLC2","Northumberland, and Tyne and Wear","ITL2","25-29",NA,"Occupational level","Higher professional",-0.04187,-1.047938,0.964198,0.5133,267,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLG2","Shropshire and Staffordshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.11435,-1.12063556,0.89193556,0.513411,272,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE3","South Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02338,-1.03141584,0.98465584,0.514304,245,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLJ2","Surrey, East and West Sussex","ITL2","25-29",NA,"Occupational level","Higher professional",0.439118,-0.55484896,1.43308496,0.507126,390,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLC1","Tees Valley and Durham","ITL2","25-29",NA,"Occupational level","Higher professional",-0.103,-1.11268616,0.90668616,0.515146,242,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLG3","West Midlands","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02559,-1.008187,0.957007,0.501325,506,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLE4","West Yorkshire","ITL2","25-29",NA,"Occupational level","Higher professional",0.046404,-0.94798436,1.04079236,0.507341,390,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLL1","West Wales and The Valleys","ITL2","25-29",NA,"Occupational level","Higher professional",-0.03516,-1.02818224,0.95786224,0.506644,396,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLL2","East Wales","ITL2","25-29",NA,"Occupational level","Higher professional",0.029125,-0.98421852,1.04246852,0.517012,194,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM6","Highlands and Islands","ITL2","25-29",NA,"Occupational level","Higher professional",-0.02612,-1.0542674,1.0020274,0.524565,64,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM7","Eastern Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",-0.27514,-1.2789246,0.7286446,0.512135,285,"2018-2021","Random effect",NA,"Total",NA,NA
"IN33","Occupational level of young people","TLM8","West Central Scotland","ITL2","25-29",NA,"Occupational level","Higher professional",-0.0128,-1.02182564,0.99622564,0.514809,233,"2018-2021","Random effect",NA,"Total",NA,NA
