Area_name,Area_code,Time_period,Sample_size,Value,Ind_code,Ind_name,Area_type,Category_type,Category,SEB,LCI,UCI,SE,Unit,Value_note
England,,1994,10883074,32.61435142,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,1995,10955508,32.53390842,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,1996,10958528,32.91966746,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,1997,10957055,33.01794379,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,1998,10961290,33.49567814,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,1999,10987703,33.06510466,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2000,10970133,32.23614825,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2001,10920684,31.10740034,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2002,10785208,30.07800371,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2003,10800030,29.48168828,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2004,10838378,28.78386147,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2005,10842320,28.99207258,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2006,10903011,29.92937658,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2007,10952701,31.09357748,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2008,10943970,31.52842622,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2009,11124486,30.89680924,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2010,11182520,29.47397784,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2011,11230593,28.21623977,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2012,11324878,27.54606717,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2013,11322246,27.64573595,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2014,11444543,28.28491348,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2015,11522276,29.02791706,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2016,11607267,30.06936367,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2017,11740906,30.29471086,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2018,11901183,30.35416569,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
England,,2019,11887452,30.43693989,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1994,658491,33.59225866,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1995,659005,35.88012718,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1996,656760,35.84762808,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1997,654748,36.76423305,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1998,653249,35.6875609,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,1999,654021,35.48548208,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2000,652000,35.14385019,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2001,648740,34.01593831,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2002,637360,33.62823168,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2003,635464,31.26046306,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2004,635069,30.4308829,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2005,630965,28.68303892,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2006,631467,29.99293627,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2007,630173,32.64871741,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2008,625414,31.76418377,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2009,631216,32.67853957,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2010,629458,30.72462498,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2011,628246,32.31155064,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2012,628861,31.55783772,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2013,625665,31.04027214,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2014,626511,29.12361063,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2015,625195,29.24224298,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2016,624657,27.69577047,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2017,627182,29.05244196,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2018,632541,28.48068388,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Wales,,2019,628713,30.59531341,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1994,1104024,30.10360282,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1995,1107279,30.99475707,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1996,1096753,31.71394276,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1997,1086998,31.90846748,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1998,1078272,31.55982775,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,1999,1074474,30.98959538,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2000,1063233,31.24475449,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2001,1051012,31.23891827,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2002,1034499,29.60981363,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2003,1020297,27.85197618,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2004,1011498,25.81404814,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2005,1003367,24.99922119,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2006,997087,24.55252592,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2007,998671,24.09346199,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2008,993205,24.52469355,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2009,999210,24.3725289,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2010,996095,23.52538813,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2011,997273,21.43717976,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2012,994797,20.73566318,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2013,985551,20.98358225,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2014,985882,21.61679228,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2015,983583,22.79538308,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2016,982945,23.35194769,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2017,987098,24.19675309,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2018,995319,23.2273317,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Scotland,,2019,987110,24.2838358,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1994,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1995,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1996,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1997,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1998,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,1999,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2000,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2001,NA,NA,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2002,436229,25.89786557,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2003,431511,26.4504426,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2004,428011,26.20903105,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
Northern Ireland,,2005,424779,26.68208533,DR12,Childhood poverty,Country,NA,NA,NA,NA,NA,NA,Percentage,
