"university_name","university_slug","group","decile","cumulative_percentage"
"University of Derby","university-of-derby","Enrolment",0,0
"University of Derby","university-of-derby","Enrolment",1,6
"University of Derby","university-of-derby","Enrolment",2,13
"University of Derby","university-of-derby","Enrolment",3,22
"University of Derby","university-of-derby","Enrolment",4,34
"University of Derby","university-of-derby","Enrolment",5,45
"University of Derby","university-of-derby","Enrolment",6,57
"University of Derby","university-of-derby","Enrolment",7,70
"University of Derby","university-of-derby","Enrolment",8,82
"University of Derby","university-of-derby","Enrolment",9,96
"University of Derby","university-of-derby","Enrolment",10,100
"University of Derby","university-of-derby","Equal",0,0
"University of Derby","university-of-derby","Equal",1,10
"University of Derby","university-of-derby","Equal",2,20
"University of Derby","university-of-derby","Equal",3,30
"University of Derby","university-of-derby","Equal",4,40
"University of Derby","university-of-derby","Equal",5,50
"University of Derby","university-of-derby","Equal",6,60
"University of Derby","university-of-derby","Equal",7,70
"University of Derby","university-of-derby","Equal",8,80
"University of Derby","university-of-derby","Equal",9,90
"University of Derby","university-of-derby","Equal",10,100
"University of Derby","university-of-derby","Required",0,0
"University of Derby","university-of-derby","Required",1,5
"University of Derby","university-of-derby","Required",2,11
"University of Derby","university-of-derby","Required",3,19
"University of Derby","university-of-derby","Required",4,28
"University of Derby","university-of-derby","Required",5,37
"University of Derby","university-of-derby","Required",6,47
"University of Derby","university-of-derby","Required",7,58
"University of Derby","university-of-derby","Required",8,71
"University of Derby","university-of-derby","Required",9,86
"University of Derby","university-of-derby","Required",10,100
