"university_name","university_slug","group","decile","cumulative_percentage"
"The University of East Anglia","the-university-of-east-anglia","Enrolment",0,0
"The University of East Anglia","the-university-of-east-anglia","Enrolment",1,3
"The University of East Anglia","the-university-of-east-anglia","Enrolment",2,8
"The University of East Anglia","the-university-of-east-anglia","Enrolment",3,14
"The University of East Anglia","the-university-of-east-anglia","Enrolment",4,22
"The University of East Anglia","the-university-of-east-anglia","Enrolment",5,31
"The University of East Anglia","the-university-of-east-anglia","Enrolment",6,43
"The University of East Anglia","the-university-of-east-anglia","Enrolment",7,58
"The University of East Anglia","the-university-of-east-anglia","Enrolment",8,71
"The University of East Anglia","the-university-of-east-anglia","Enrolment",9,84
"The University of East Anglia","the-university-of-east-anglia","Enrolment",10,100
"The University of East Anglia","the-university-of-east-anglia","Equal",0,0
"The University of East Anglia","the-university-of-east-anglia","Equal",1,10
"The University of East Anglia","the-university-of-east-anglia","Equal",2,20
"The University of East Anglia","the-university-of-east-anglia","Equal",3,30
"The University of East Anglia","the-university-of-east-anglia","Equal",4,40
"The University of East Anglia","the-university-of-east-anglia","Equal",5,50
"The University of East Anglia","the-university-of-east-anglia","Equal",6,60
"The University of East Anglia","the-university-of-east-anglia","Equal",7,70
"The University of East Anglia","the-university-of-east-anglia","Equal",8,80
"The University of East Anglia","the-university-of-east-anglia","Equal",9,90
"The University of East Anglia","the-university-of-east-anglia","Equal",10,100
"The University of East Anglia","the-university-of-east-anglia","Required",0,0
"The University of East Anglia","the-university-of-east-anglia","Required",1,5
"The University of East Anglia","the-university-of-east-anglia","Required",2,10
"The University of East Anglia","the-university-of-east-anglia","Required",3,17
"The University of East Anglia","the-university-of-east-anglia","Required",4,26
"The University of East Anglia","the-university-of-east-anglia","Required",5,35
"The University of East Anglia","the-university-of-east-anglia","Required",6,45
"The University of East Anglia","the-university-of-east-anglia","Required",7,56
"The University of East Anglia","the-university-of-east-anglia","Required",8,68
"The University of East Anglia","the-university-of-east-anglia","Required",9,82
"The University of East Anglia","the-university-of-east-anglia","Required",10,100
