"Ind_code","Ind_name","Area_type","Area_code","Area_name","Time_period","SEB","Age","Sex","Category_type","Category","Value","Sample_size","LCI","UCI","SE","Unit","Value_note"
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",1991,,"28-37","Men",,,0.22,,0.206,0.234,0.00714285714285715,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2001,,"28-37","Men",,,0.225,,0.211,0.239,0.00714285714285714,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2011,,"28-37","Men",,,0.24,,0.228,0.252,0.00612244897959184,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2021,,"28-37","Men",,,0.215,,0.203,0.227,0.00612244897959184,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2001,,"40-46","Men",,,0.191,,0.175,0.207,0.00816326530612245,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2011,,"40-46","Men",,,0.205,,0.189,0.221,0.00816326530612245,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2021,,"40-46","Men",,,0.226,,0.212,0.24,0.00714285714285714,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",1991,,"28-37","Women",,,0.2,,0.184,0.216,0.00816326530612245,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2001,,"28-37","Women",,,0.233,,0.219,0.247,0.00714285714285714,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2011,,"28-37","Women",,,0.29,,0.276,0.304,0.00714285714285713,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2021,,"28-37","Women",,,0.254,,0.242,0.266,0.00612244897959184,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2001,,"40-46","Women",,,0.178,,0.16,0.196,0.00918367346938776,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2011,,"40-46","Women",,,0.206,,0.188,0.224,0.00918367346938776,"Regression coefficient",
"MO22","Relative occupational wage mobility","National","K02000001","United Kingdom",2021,,"40-46","Women",,,0.254,,0.238,0.27,0.00816326530612246,"Regression coefficient",
