"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",15651.732,12003.881,19299.584,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",24034.963,20607.248,27462.678,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Intermediate","sex","Women","year","2023 to 2025","2014 to 2025",21586.628,18179.107,24994.149,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Lower professional","sex","Women","year","2023 to 2025","2014 to 2025",23082.697,18997.795,27167.599,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",25,"seb","Higher professional","sex","Women","year","2023 to 2025","2014 to 2025",25838.145,22063.186,29613.104,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",17672.114,14438.85,20905.379,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",25673.247,22656.173,28690.32,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Intermediate","sex","Women","year","2023 to 2025","2014 to 2025",23685.457,20696.811,26674.102,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Lower professional","sex","Women","year","2023 to 2025","2014 to 2025",25003.286,21364.318,28642.254,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",26,"seb","Higher professional","sex","Women","year","2023 to 2025","2014 to 2025",28245.381,24882.923,31607.839,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",19543.204,16664.039,22422.369,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",27162.238,24493.354,29831.122,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Intermediate","sex","Women","year","2023 to 2025","2014 to 2025",25634.992,23003.392,28266.593,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Lower professional","sex","Women","year","2023 to 2025","2014 to 2025",26774.582,23524.52,30024.644,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",27,"seb","Higher professional","sex","Women","year","2023 to 2025","2014 to 2025",30503.324,27491.523,33515.126,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",21265.001,18679.479,23850.524,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",28501.937,26118.151,30885.723,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Intermediate","sex","Women","year","2023 to 2025","2014 to 2025",27435.236,25098.456,29772.015,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Lower professional","sex","Women","year","2023 to 2025","2014 to 2025",28396.586,25478.608,31314.564,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",28,"seb","Higher professional","sex","Women","year","2023 to 2025","2014 to 2025",32611.975,29889.001,35334.95,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",29,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",22837.506,20486.513,25188.499,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",29,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",29692.344,27531.411,31853.276,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",29,"seb","Intermediate","sex","Women","year","2023 to 2025","2014 to 2025",29086.187,26983.122,31189.252,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",29,"seb","Lower professional","sex","Women","year","2023 to 2025","2014 to 2025",29869.297,27227.567,32511.027,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",29,"seb","Higher professional","sex","Women","year","2023 to 2025","2014 to 2025",34571.334,32076.8,37065.867,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",30,"seb","Lower working","sex","Women","year","2023 to 2025","2014 to 2025",24260.718,22088.318,26433.118,,"Predictive margins in pounds sterling",
"in43","Income progression","seb","K02000001","country","United Kingdom","age",30,"seb","Higher working","sex","Women","year","2023 to 2025","2014 to 2025",30733.458,28736.262,32730.653,,"Predictive margins in pounds sterling",
