"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2014",NA,NA,NA,NA,NA,NA,"2014",40.867,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"41"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2015",NA,NA,NA,NA,NA,NA,"2015",42.679,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"43"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2016",NA,NA,NA,NA,NA,NA,"2016",44.837,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"45"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2017",NA,NA,NA,NA,NA,NA,"2017",46.273,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"46"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2018",NA,NA,NA,NA,NA,NA,"2018",49.759,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"50"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2019",NA,NA,NA,NA,NA,NA,"2019",50.658,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"51"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2020",NA,NA,NA,NA,NA,NA,"2020",52.653,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"53"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2021",NA,NA,NA,NA,NA,NA,"2021",55.788,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"56"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2022",NA,NA,NA,NA,NA,NA,"2022",54.44,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"54"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2023",NA,NA,NA,NA,NA,NA,"2023",54.354,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"54"
"dr52","Business expenditure on research and development","trend","K02000001","country","United Kingdom","time_period","2024",NA,NA,NA,NA,NA,NA,"2024",55.615,"NA","NA",NA,"billions of £",NA,NA,NA,NA,NA,"56"
