"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci4","Promising Prospects","composite_index",,"Local Authority","Aberdeen City","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.245,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Aberdeenshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.148,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Angus","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.556,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.632,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Barking and Dagenham","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.569,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Barnet","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.845,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Barnsley","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.393,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.537,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Bedford","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",1.843,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Bexley","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.132,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Birmingham","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.551,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.905,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Blackpool","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.459,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Blaenau Gwent","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.72,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Bolton","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.238,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.104,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bracknell Forest","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.282,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bradford","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.081,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Brent","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.682,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Bridgend","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.729,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Brighton and Hove","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.016,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bristol, City of","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.156,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bromley","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.506,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Buckinghamshire","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.153,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Bury","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.645,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Caerphilly","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.167,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Calderdale","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.471,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.492,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Camden and City of London","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",1.888,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Cardiff","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.007,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Carmarthenshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.008,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Central Bedfordshire","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",1.838,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Ceredigion","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.619,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire East","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.777,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.454,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","City of Edinburgh","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.353,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Clackmannanshire","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.637,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Conwy","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.442,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cornwall and Isles of Scilly","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.413,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Coventry","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.571,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Croydon","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.664,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Cumbria","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.534,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Darlington","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.818,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Denbighshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.37,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Derby","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.006,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Derbyshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.041,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Devon CC","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.938,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Doncaster","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.714,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Dorset","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.092,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Dudley","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.757,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Dumfries and Galloway","time_period","2018 to 2020","zscore_category","Least Favourable",,,,,"2018 to 2020",-1.644,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Dundee City","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.542,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Durham","time_period","2018 to 2020","zscore_category","Least Favourable",,,,,"2018 to 2020",-1.691,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Ealing","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.922,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","East Ayrshire","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.405,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","East Dunbartonshire","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.868,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","East Lothian","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.447,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","East Renfrewshire","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.705,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","East Riding of Yorkshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.304,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","East Sussex CC","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.524,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Enfield","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.922,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Essex","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.65,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Falkirk","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.062,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Fife","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.86,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Flintshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.005,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Gateshead","time_period","2018 to 2020","zscore_category","Least Favourable",,,,,"2018 to 2020",-1.575,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Glasgow City","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.134,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Gloucestershire CC","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.732,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Greenwich","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.615,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Gwynedd","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.677,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Hackney","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.97,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Halton","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.856,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Hammersmith and Fulham","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.217,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Hampshire","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.096,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Haringey","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.009,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Harrow","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.845,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Hartlepool","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.115,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Havering","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.765,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Herefordshire, County of","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.044,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Hertfordshire CC","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",1.943,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Highland","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.337,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Hillingdon","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.25,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Hounslow","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",2.94,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Inverclyde","time_period","2018 to 2020","zscore_category","Unfavourable",,,,,"2018 to 2020",-1.202,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Isle of Anglesey","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.433,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Isle of Wight","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.768,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Islington","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.948,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Kensington and Chelsea","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.45,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Kent","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.756,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Kingston upon Hull, City of","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.928,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Kingston upon Thames","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.735,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Kirklees","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.955,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Knowsley","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.575,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Lambeth","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.14,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Lancashire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.459,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Leeds","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.513,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Leicester","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.862,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Leicestershire CC","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.537,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Lewisham","time_period","2018 to 2020","zscore_category","Favourable",,,,,"2018 to 2020",1.009,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Lincolnshire CC","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.295,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Liverpool","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.295,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Luton","time_period","2018 to 2020","zscore_category","Most Favourable",,,,,"2018 to 2020",1.642,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Manchester","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.654,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Medway","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.053,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Merthyr Tydfil","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.532,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Merton","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",0.31,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Middlesbrough","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.51,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Midlothian","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.558,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Milton Keynes","time_period","2018 to 2020","zscore_category","Upper Middling",,,,,"2018 to 2020",0.859,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Monmouthshire","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.227,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Moray","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.352,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Na h-Eileanan Siar","time_period","2018 to 2020","zscore_category","Middling",,,,,"2018 to 2020",-0.488,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Neath Port Talbot","time_period","2018 to 2020","zscore_category","Lower Middling",,,,,"2018 to 2020",-0.568,,,,"z-score",,3
