"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci4","Promising Prospects","composite_index",,"Local Authority","Aberdeen City","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.516,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Aberdeenshire","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.22,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Angus","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.653,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.53,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Barking and Dagenham","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.073,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Barnet","time_period","2021 to 2024","zscore_category","Most Favourable",,,,,"2021 to 2024",2.331,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Barnsley","time_period","2021 to 2024","zscore_category","Least Favourable",,,,,"2021 to 2024",-1.73,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.494,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bedford","time_period","2021 to 2024","zscore_category","Favourable",,,,,"2021 to 2024",1.323,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bexley","time_period","2021 to 2024","zscore_category","Favourable",,,,,"2021 to 2024",1.272,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Birmingham","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.463,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.24,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Blackpool","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.163,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Blaenau Gwent","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.772,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Bolton","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.672,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.876,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Bracknell Forest","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.475,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bradford","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.054,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Brent","time_period","2021 to 2024","zscore_category","Most Favourable",,,,,"2021 to 2024",2.551,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Bridgend","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.863,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Brighton and Hove","time_period","2021 to 2024","zscore_category","Favourable",,,,,"2021 to 2024",1.138,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bristol, City of","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.178,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Bromley","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.519,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Buckinghamshire","time_period","2021 to 2024","zscore_category","Favourable",,,,,"2021 to 2024",1.064,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Bury","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.066,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Caerphilly","time_period","2021 to 2024","zscore_category","Unfavourable",,,,,"2021 to 2024",-1.003,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Calderdale","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.12,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.117,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Camden and City of London","time_period","2021 to 2024","zscore_category","Most Favourable",,,,,"2021 to 2024",1.669,,,,"z-score",,7
"ci4","Promising Prospects","composite_index",,"Local Authority","Cardiff","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.982,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Carmarthenshire","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.994,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Central Bedfordshire","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.617,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Ceredigion","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.537,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire East","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.984,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.263,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","City of Edinburgh","time_period","2021 to 2024","zscore_category","Favourable",,,,,"2021 to 2024",1.257,,,,"z-score",,6
"ci4","Promising Prospects","composite_index",,"Local Authority","Clackmannanshire","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.585,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Conwy","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",-0.205,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Cornwall and Isles of Scilly","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.712,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Coventry","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.543,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Croydon","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.879,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Cumbria","time_period","2021 to 2024","zscore_category","Unfavourable",,,,,"2021 to 2024",-1.079,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Darlington","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.53,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Denbighshire","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.645,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Derby","time_period","2021 to 2024","zscore_category","Lower Middling",,,,,"2021 to 2024",-0.567,,,,"z-score",,3
"ci4","Promising Prospects","composite_index",,"Local Authority","Derbyshire","time_period","2021 to 2024","zscore_category","Unfavourable",,,,,"2021 to 2024",-1.172,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Devon CC","time_period","2021 to 2024","zscore_category","Unfavourable",,,,,"2021 to 2024",-1.14,,,,"z-score",,2
"ci4","Promising Prospects","composite_index",,"Local Authority","Doncaster","time_period","2021 to 2024","zscore_category","Least Favourable",,,,,"2021 to 2024",-1.503,,,,"z-score",,1
"ci4","Promising Prospects","composite_index",,"Local Authority","Dorset","time_period","2021 to 2024","zscore_category","Upper Middling",,,,,"2021 to 2024",0.779,,,,"z-score",,5
"ci4","Promising Prospects","composite_index",,"Local Authority","Dudley","time_period","2021 to 2024","zscore_category","Middling",,,,,"2021 to 2024",0.408,,,,"z-score",,4
"ci4","Promising Prospects","composite_index",,"Local Authority","Dumfries and Galloway","time_period","2021 to 2024","zscore_category","Least Favourable",,,,,"2021 to 2024",-1.567,,,,"z-score",,1
