"Ind_code","Ind_name","Area_code","Area_name","Area_type","Age","SEB","Category_type","Category","Value","LCI","UCI","SE","Sample_size","Time_period","Unit","Value_note","Sex","Category_type2","Category2"
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher professional",26.77,23.242,30.298,1.8,154,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher professional",21.42,18.284,24.556,1.6,130,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher professional",18,15.06,20.94,1.5,122,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher professional",12.71,9.574,15.846,1.6,56,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher professional",9.61,7.062,12.158,1.3,50,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Higher professional",18.19,16.818,19.562,0.7,512,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower professional",34.66,NA,NA,NA,190,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower professional",28.71,NA,NA,NA,186,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower professional",25.88,NA,NA,NA,179,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower professional",26.03,NA,NA,NA,117,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower professional",17.39,NA,NA,NA,95,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Lower professional",26.76,NA,NA,NA,767,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Intermediate",17.08,NA,NA,NA,101,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Intermediate",21.56,NA,NA,NA,133,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Intermediate",21.44,NA,NA,NA,150,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Intermediate",16.84,NA,NA,NA,78,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Intermediate",18.72,NA,NA,NA,105,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Intermediate",19.35,NA,NA,NA,567,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher working",8.52,NA,NA,NA,56,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher working",13.55,NA,NA,NA,81,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher working",14.06,NA,NA,NA,98,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher working",21.88,NA,NA,NA,85,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher working",22.54,NA,NA,NA,116,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Higher working",15.58,NA,NA,NA,436,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower working",12.98,10.236,15.724,1.4,76,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower working",14.76,12.016,17.504,1.4,96,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower working",20.62,17.484,23.756,1.6,124,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower working",22.53,18.61,26.45,2,85,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower working",31.73,27.614,35.846,2.1,142,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Total","Occupational level","Lower working",20.12,18.552,21.688,0.8,523,"2021","Percentage",NA,"Total",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher professional",27.55208395,NA,NA,NA,534,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher working",12.65594027,NA,NA,NA,283,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Intermediate",15.58022484,NA,NA,NA,345,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower professional",30.77649882,NA,NA,NA,629,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower working",13.43525212,NA,NA,NA,300,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher professional",11.94510162,NA,NA,NA,260,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher working",28.1141441,NA,NA,NA,669,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Intermediate",17.20119747,NA,NA,NA,407,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower professional",20.88922883,NA,NA,NA,479,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower working",21.85032798,NA,NA,NA,494,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher professional",15.17018625,NA,NA,NA,394,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher working",22.22366196,NA,NA,NA,669,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Intermediate",21.22044488,NA,NA,NA,632,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower professional",23.19122022,NA,NA,NA,653,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower working",18.19448669,NA,NA,NA,547,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher professional",20.91617125,NA,NA,NA,481,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher working",17.44405974,NA,NA,NA,443,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Intermediate",18.66733943,NA,NA,NA,459,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower professional",28.52082756,NA,NA,NA,684,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower working",14.45160202,NA,NA,NA,362,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher professional",7.281712055,NA,NA,NA,162,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Higher working",28.25802479,NA,NA,NA,679,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Intermediate",16.91734463,NA,NA,NA,407,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower professional",15.36978312,NA,NA,NA,346,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower working","Occupational level","Lower working",32.17313542,NA,NA,NA,770,"2014-21","Percentage",NA,"Men",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher professional",20.03820989,NA,NA,NA,452,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Higher working",11.51318301,NA,NA,NA,292,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Intermediate",20.19408552,NA,NA,NA,479,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower professional",37.08414461,NA,NA,NA,870,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher professional","Occupational level","Lower working",11.17037697,NA,NA,NA,264,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher professional",7.097593508,NA,NA,NA,181,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Higher working",25.62355959,NA,NA,NA,695,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Intermediate",21.91259594,NA,NA,NA,599,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower professional",26.27879052,NA,NA,NA,690,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Higher working","Occupational level","Lower working",19.08746044,NA,NA,NA,509,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher professional",8.986132195,NA,NA,NA,285,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Higher working",19.31531578,NA,NA,NA,638,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Intermediate",23.96239225,NA,NA,NA,792,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower professional",28.62368338,NA,NA,NA,909,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Intermediate","Occupational level","Lower working",19.11247639,NA,NA,NA,600,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher professional",14.45773642,NA,NA,NA,392,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Higher working",15.12496081,NA,NA,NA,444,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Intermediate",21.19189752,NA,NA,NA,626,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower professional",35.16142576,NA,NA,NA,977,"2014-21","Percentage",NA,"Women",NA,NA
"IN33","Occupational level of young people","K02000001","United Kingdom","Country","25-29","Lower professional","Occupational level","Lower working",14.06397949,NA,NA,NA,387,"2014-21","Percentage",NA,"Women",NA,NA
