"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci3","Innovation and Growth","composite_index",,"Local Authority","Aberdeen City","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.244,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Aberdeenshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.067,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Angus","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.617,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.719,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Barking and Dagenham","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.661,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Barnet","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.101,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Barnsley","time_period","2000 to 2005","zscore_category","Unfavourable",,,,,"2000 to 2005",-1.174,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.083,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bedford","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.796,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bexley","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.377,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Birmingham","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.063,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.91,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Blackpool","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.846,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Blaenau Gwent","time_period","2000 to 2005","zscore_category","Unfavourable",,,,,"2000 to 2005",-1.173,,,,"z-score",,2
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bolton","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.81,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.432,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bracknell Forest","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.726,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bradford","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.504,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Brent","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.463,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bridgend","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.586,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Brighton and Hove","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",1.518,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bristol, City of","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.232,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bromley","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.648,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Buckinghamshire","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.717,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Bury","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.346,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Caerphilly","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.667,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Calderdale","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.271,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.026,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Camden and City of London","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",6.841,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cardiff","time_period","2000 to 2005","zscore_category","Favourable",,,,,"2000 to 2005",1.452,,,,"z-score",,6
"ci3","Innovation and Growth","composite_index",,"Local Authority","Carmarthenshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.257,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Central Bedfordshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.073,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Ceredigion","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.302,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cheshire East","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.732,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2000 to 2005","zscore_category","Upper Middling",,,,,"2000 to 2005",0.505,,,,"z-score",,5
"ci3","Innovation and Growth","composite_index",,"Local Authority","City of Edinburgh","time_period","2000 to 2005","zscore_category","Most Favourable",,,,,"2000 to 2005",1.9,,,,"z-score",,7
"ci3","Innovation and Growth","composite_index",,"Local Authority","Clackmannanshire","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.335,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Conwy","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.185,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cornwall and Isles of Scilly","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.805,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Coventry","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.098,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Croydon","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",0.097,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Cumbria","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.385,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Darlington","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.452,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Denbighshire","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.674,,,,"z-score",,3
"ci3","Innovation and Growth","composite_index",,"Local Authority","Derby","time_period","2000 to 2005","zscore_category","Middling",,,,,"2000 to 2005",-0.382,,,,"z-score",,4
"ci3","Innovation and Growth","composite_index",,"Local Authority","Derbyshire","time_period","2000 to 2005","zscore_category","Lower Middling",,,,,"2000 to 2005",-0.633,,,,"z-score",,3
