"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Aberdeen City","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",-0.098,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Aberdeenshire","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.897,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Angus","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.978,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2018 to 2024","zscore_category","Unfavourable",,,,,"2018 to 2024",-1.193,,,,"z-score",,2
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barking and Dagenham","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",0.41,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barnet","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",0.311,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barnsley","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",-0.465,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",0.132,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bedford","time_period","2018 to 2024","zscore_category","Upper Middling",,,,,"2018 to 2024",0.776,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bexley","time_period","2018 to 2024","zscore_category","Upper Middling",,,,,"2018 to 2024",0.836,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Birmingham","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.562,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.545,,,,"z-score",,3
