"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Aberdeen City","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.485,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Aberdeenshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.241,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Angus","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.341,,,,"z-score",,2
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.255,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barking and Dagenham","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.113,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barnet","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.577,,,,"z-score",,7
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Barnsley","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.302,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.608,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bedford","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.499,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bexley","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.597,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Birmingham","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.566,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.81,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Blackpool","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.645,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Blaenau Gwent","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.263,,,,"z-score",,2
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bolton","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.208,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.503,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bracknell Forest","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.24,,,,"z-score",,6
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bradford","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.444,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Brent","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.596,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bridgend","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.638,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Brighton and Hove","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.227,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bristol, City of","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.358,,,,"z-score",,6
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bromley","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.943,,,,"z-score",,7
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Buckinghamshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.324,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Bury","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.153,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Caerphilly","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.298,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Calderdale","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.424,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.754,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Camden and City of London","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",3.358,,,,"z-score",,7
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cardiff","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.694,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Carmarthenshire","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.389,,,,"z-score",,2
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Central Bedfordshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.347,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Ceredigion","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.445,,,,"z-score",,2
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cheshire East","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.128,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.433,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","City of Edinburgh","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.774,,,,"z-score",,5
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Clackmannanshire","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.682,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Conwy","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.921,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cornwall and Isles of Scilly","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.917,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Coventry","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.517,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Croydon","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.061,,,,"z-score",,6
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Cumbria","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.576,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Darlington","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.654,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Denbighshire","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.94,,,,"z-score",,3
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Derby","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.254,,,,"z-score",,4
"ci2","Labour Market Outcomes","composite_index",,"Local Authority","Derbyshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.302,,,,"z-score",,4
