"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Lower level (below GCSE grade 1)","sex","Men","seb","Lower working",,,"2014-2024",10.563,10.007,11.149,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","O level, GCSE and equivalent","sex","Men","seb","Lower working",,,"2014-2024",12.15,11.578,12.75,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","A level and equivalent","sex","Men","seb","Lower working",,,"2014-2024",13.289,12.779,13.82,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Further education below degree","sex","Men","seb","Lower working",,,"2014-2024",14.128,13.344,14.957,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","First degree","sex","Men","seb","Lower working",,,"2014-2024",16.082,15.431,16.761,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Higher degree","sex","Men","seb","Lower working",,,"2014-2024",17.505,16.669,18.383,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Lower level (below GCSE grade 1)","sex","Women","seb","Lower working",,,"2014-2024",10.156,9.617,10.724,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","O level, GCSE and equivalent","sex","Women","seb","Lower working",,,"2014-2024",10.795,10.332,11.278,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","A level and equivalent","sex","Women","seb","Lower working",,,"2014-2024",10.803,10.443,11.175,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Further education below degree","sex","Women","seb","Lower working",,,"2014-2024",11.926,11.334,12.549,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","First degree","sex","Women","seb","Lower working",,,"2014-2024",14.146,13.683,14.624,,"Pounds","Mean hourly earnings"
"in35","Income returns to education","sex","K02000001","country","United Kingdom","Degree","Higher degree","sex","Women","seb","Lower working",,,"2014-2024",15.864,15.242,16.511,,"Pounds","Mean hourly earnings"
