"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeen City","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.47,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeenshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.494,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Angus","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.042,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.23,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barking and Dagenham","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.065,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnet","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.826,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnsley","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.096,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.4,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bedford","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.57,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bexley","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.362,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Birmingham","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.158,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.16,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackpool","time_period","2006 to 2011","zscore_category","Unfavourable",,,,,"2006 to 2011",-1.363,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blaenau Gwent","time_period","2006 to 2011","zscore_category","Least Favourable",,,,,"2006 to 2011",-1.788,,,,"z-score",,1
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bolton","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.552,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.15,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bracknell Forest","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.955,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bradford","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.933,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Brent","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.35,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bridgend","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.458,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Brighton and Hove","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.367,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bristol, City of","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.673,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bromley","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.634,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Buckinghamshire","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.999,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bury","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.313,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Caerphilly","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.96,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Calderdale","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",0.059,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Cambridgeshire CC","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.286,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Camden and City of London","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",2.475,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Cardiff","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.638,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Carmarthenshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.022,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Central Bedfordshire","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.693,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Ceredigion","time_period","2006 to 2011","zscore_category","Lower Middling",,,,,"2006 to 2011",-0.567,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Cheshire East","time_period","2006 to 2011","zscore_category","Favourable",,,,,"2006 to 2011",1.262,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Cheshire West and Chester","time_period","2006 to 2011","zscore_category","Upper Middling",,,,,"2006 to 2011",0.574,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","City of Edinburgh","time_period","2006 to 2011","zscore_category","Most Favourable",,,,,"2006 to 2011",1.55,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Clackmannanshire","time_period","2006 to 2011","zscore_category","Middling",,,,,"2006 to 2011",-0.441,,,,"z-score",,4
