"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeen City","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",0.208,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeenshire","time_period","2018 to 2024","zscore_category","Favourable",,,,,"2018 to 2024",1.02,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Angus","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",-0.225,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.911,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barking and Dagenham","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.855,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnet","time_period","2018 to 2024","zscore_category","Favourable",,,,,"2018 to 2024",1.367,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnsley","time_period","2018 to 2024","zscore_category","Unfavourable",,,,,"2018 to 2024",-1.249,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2018 to 2024","zscore_category","Favourable",,,,,"2018 to 2024",1.444,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bedford","time_period","2018 to 2024","zscore_category","Middling",,,,,"2018 to 2024",0.496,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bexley","time_period","2018 to 2024","zscore_category","Upper Middling",,,,,"2018 to 2024",0.53,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Birmingham","time_period","2018 to 2024","zscore_category","Lower Middling",,,,,"2018 to 2024",-0.818,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2018 to 2024","zscore_category","Least Favourable",,,,,"2018 to 2024",-2.14,,,,"z-score",,1
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackpool","time_period","2018 to 2024","zscore_category","Unfavourable",,,,,"2018 to 2024",-1.004,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blaenau Gwent","time_period","2018 to 2024","zscore_category","Unfavourable",,,,,"2018 to 2024",-1.233,,,,"z-score",,2
