"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","group_number"
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeen City","time_period","2012 to 2017","zscore_category","Upper Middling",,,,,"2012 to 2017",0.521,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Aberdeenshire","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",-0.108,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Angus","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",-0.082,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Argyll and Bute Islands","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",0.213,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barking and Dagenham","time_period","2012 to 2017","zscore_category","Unfavourable",,,,,"2012 to 2017",-1.084,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnet","time_period","2012 to 2017","zscore_category","Most Favourable",,,,,"2012 to 2017",1.722,,,,"z-score",,7
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Barnsley","time_period","2012 to 2017","zscore_category","Unfavourable",,,,,"2012 to 2017",-1.243,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bath and North East Somerset","time_period","2012 to 2017","zscore_category","Favourable",,,,,"2012 to 2017",1.167,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bedford","time_period","2012 to 2017","zscore_category","Favourable",,,,,"2012 to 2017",1.048,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bexley","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",0.091,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Birmingham","time_period","2012 to 2017","zscore_category","Unfavourable",,,,,"2012 to 2017",-1.13,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackburn with Darwen","time_period","2012 to 2017","zscore_category","Unfavourable",,,,,"2012 to 2017",-1.059,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blackpool","time_period","2012 to 2017","zscore_category","Least Favourable",,,,,"2012 to 2017",-1.57,,,,"z-score",,1
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Blaenau Gwent","time_period","2012 to 2017","zscore_category","Least Favourable",,,,,"2012 to 2017",-1.595,,,,"z-score",,1
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bolton","time_period","2012 to 2017","zscore_category","Lower Middling",,,,,"2012 to 2017",-0.564,,,,"z-score",,3
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bournemouth, Christchurch and Poole","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",0.211,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bracknell Forest","time_period","2012 to 2017","zscore_category","Upper Middling",,,,,"2012 to 2017",0.544,,,,"z-score",,5
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bradford","time_period","2012 to 2017","zscore_category","Unfavourable",,,,,"2012 to 2017",-1.032,,,,"z-score",,2
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Brent","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",0.285,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bridgend","time_period","2012 to 2017","zscore_category","Middling",,,,,"2012 to 2017",-0.225,,,,"z-score",,4
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Brighton and Hove","time_period","2012 to 2017","zscore_category","Favourable",,,,,"2012 to 2017",1.408,,,,"z-score",,6
"ci1","Conditions of Childhood","composite_index",,"Local Authority","Bristol, City of","time_period","2012 to 2017","zscore_category","Upper Middling",,,,,"2012 to 2017",0.524,,,,"z-score",,5
