"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Bedfordshire and Hertfordshire","professional_binary","1","itl2_adolescent_geo","Bedfordshire and Hertfordshire","quintile","5",,,"2018-2025",4.645,0.9,8.39,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Berkshire, Buckinghamshire and Oxfordshire","professional_binary","1","itl2_adolescent_geo","Berkshire, Buckinghamshire and Oxfordshire","quintile","4",,,"2018-2025",2.598,-0.633,5.828,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Cheshire","professional_binary","1","itl2_adolescent_geo","Cheshire","quintile","3",,,"2018-2025",0.713,-3.907,5.333,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Cornwall and Isles of Scilly","professional_binary","1","itl2_adolescent_geo","Cornwall and Isles of Scilly","quintile","4",,,"2018-2025",2.48,-2.933,7.893,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Cumbria","professional_binary","1","itl2_adolescent_geo","Cumbria","quintile","1",,,"2018-2025",-2.82,-8.141,2.501,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Derbyshire and Nottinghamshire","professional_binary","1","itl2_adolescent_geo","Derbyshire and Nottinghamshire","quintile","3",,,"2018-2025",-0.402,-3.872,3.068,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Devon","professional_binary","1","itl2_adolescent_geo","Devon","quintile","3",,,"2018-2025",0.077,-4.212,4.366,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Dorset and Somerset","professional_binary","1","itl2_adolescent_geo","Dorset and Somerset","quintile","3",,,"2018-2025",0.244,-3.998,4.486,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","East Anglia","professional_binary","1","itl2_adolescent_geo","East Anglia","quintile","3",,,"2018-2025",0.723,-2.577,4.023,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","East Wales","professional_binary","1","itl2_adolescent_geo","East Wales","quintile","2",,,"2018-2025",-1.958,-6.242,2.326,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","East Yorkshire and Northern Lincolnshire","professional_binary","1","itl2_adolescent_geo","East Yorkshire and Northern Lincolnshire","quintile","2",,,"2018-2025",-0.969,-5.562,3.623,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Eastern Scotland","professional_binary","1","itl2_adolescent_geo","Eastern Scotland","quintile","2",,,"2018-2025",-2.092,-5.667,1.483,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Essex","professional_binary","1","itl2_adolescent_geo","Essex","quintile","4",,,"2018-2025",2.271,-1.369,5.911,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","professional_binary","1","itl2_adolescent_geo","Gloucestershire, Wiltshire and Bath/Bristol area","quintile","3",,,"2018-2025",-0.723,-3.954,2.507,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Greater Manchester","professional_binary","1","itl2_adolescent_geo","Greater Manchester","quintile","2",,,"2018-2025",-1.527,-4.798,1.744,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Hampshire and Isle of Wight","professional_binary","1","itl2_adolescent_geo","Hampshire and Isle of Wight","quintile","5",,,"2018-2025",4.024,0.457,7.592,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Herefordshire, Worcestershire and Warwickshire","professional_binary","1","itl2_adolescent_geo","Herefordshire, Worcestershire and Warwickshire","quintile","5",,,"2018-2025",3.087,-0.926,7.1,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Highlands and Islands","professional_binary","1","itl2_adolescent_geo","Highlands and Islands","quintile","1",,,"2018-2025",-4.681,-10.064,0.703,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Inner London - East","professional_binary","1","itl2_adolescent_geo","Inner London - East","quintile","5",,,"2018-2025",3.434,-0.271,7.139,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Inner London - West","professional_binary","1","itl2_adolescent_geo","Inner London - West","quintile","5",,,"2018-2025",2.733,-2.014,7.48,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Kent","professional_binary","1","itl2_adolescent_geo","Kent","quintile","4",,,"2018-2025",2.157,-1.391,5.705,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Lancashire","professional_binary","1","itl2_adolescent_geo","Lancashire","quintile","4",,,"2018-2025",1.012,-2.895,4.919,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Leicestershire, Rutland and Northamptonshire","professional_binary","1","itl2_adolescent_geo","Leicestershire, Rutland and Northamptonshire","quintile","4",,,"2018-2025",2.3,-1.386,5.987,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Lincolnshire","professional_binary","1","itl2_adolescent_geo","Lincolnshire","quintile","1",,,"2018-2025",-2.888,-7.656,1.879,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Merseyside","professional_binary","1","itl2_adolescent_geo","Merseyside","quintile","1",,,"2018-2025",-4.746,-8.76,-0.732,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","North Eastern Scotland","professional_binary","1","itl2_adolescent_geo","North Eastern Scotland","quintile","3",,,"2018-2025",0.55,-4.831,5.931,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","North Yorkshire","professional_binary","1","itl2_adolescent_geo","North Yorkshire","quintile","5",,,"2018-2025",3.966,-0.749,8.682,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Northern Ireland","professional_binary","1","itl2_adolescent_geo","Northern Ireland","quintile","1",,,"2018-2025",-4.882,-8.307,-1.458,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Northumberland, and Tyne and Wear","professional_binary","1","itl2_adolescent_geo","Northumberland, and Tyne and Wear","quintile","2",,,"2018-2025",-2.416,-6.299,1.468,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Outer London - East and North East","professional_binary","1","itl2_adolescent_geo","Outer London - East and North East","quintile","5",,,"2018-2025",4.151,0.495,7.806,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Outer London - South","professional_binary","1","itl2_adolescent_geo","Outer London - South","quintile","3",,,"2018-2025",-0.89,-5.447,3.668,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Outer London - West and North West","professional_binary","1","itl2_adolescent_geo","Outer London - West and North West","quintile","5",,,"2018-2025",5.843,2.006,9.681,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Shropshire and Staffordshire","professional_binary","1","itl2_adolescent_geo","Shropshire and Staffordshire","quintile","4",,,"2018-2025",2.446,-1.336,6.229,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","South Yorkshire","professional_binary","1","itl2_adolescent_geo","South Yorkshire","quintile","2",,,"2018-2025",-2.001,-6.154,2.153,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Southern Scotland","professional_binary","1","itl2_adolescent_geo","Southern Scotland","quintile","1",,,"2018-2025",-6.242,-10.729,-1.755,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Surrey, East and West Sussex","professional_binary","1","itl2_adolescent_geo","Surrey, East and West Sussex","quintile","4",,,"2018-2025",1.653,-1.536,4.843,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","Tees Valley and Durham","professional_binary","1","itl2_adolescent_geo","Tees Valley and Durham","quintile","2",,,"2018-2025",-1.631,-5.941,2.679,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","West Central Scotland","professional_binary","1","itl2_adolescent_geo","West Central Scotland","quintile","1",,,"2018-2025",-2.824,-6.57,0.923,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","West Midlands","professional_binary","1","itl2_adolescent_geo","West Midlands","quintile","1",,,"2018-2025",-2.53,-5.489,0.428,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","West Wales and The Valleys","professional_binary","1","itl2_adolescent_geo","West Wales and The Valleys","quintile","2",,,"2018-2025",-2.145,-5.582,1.291,,"Percent","Random effect from a linear mixed-effects model"
"in33","Occupational level of young people","geography_caterpillar",,"ITL2","West Yorkshire","professional_binary","1","itl2_adolescent_geo","West Yorkshire","quintile","1",,,"2018-2025",-2.742,-6.152,0.668,,"Percent","Random effect from a linear mixed-effects model"
