"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working","sex","Total",,,"2014 to 2024",77.022,73.997,79.97,786,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working","sex","Total",,,"2014 to 2024",78.143,75.073,80.932,756,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","sex","Total",,,"2014 to 2024",78.21,75.119,81.111,698,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","sex","Total",,,"2014 to 2024",78.687,75.567,81.563,666,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","sex","Total",,,"2014 to 2024",79.3,75.967,82.144,546,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","sex","Total",,,"2014 to 2024",79.075,75.88,82.096,505,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","sex","Total",,,"2014 to 2024",79.567,76.151,82.55,414,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","sex","Total",,,"2014 to 2024",78.141,74.652,81.146,365,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","sex","Total",,,"2014 to 2024",79.15,75.807,82.223,310,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","sex","Total",,,"2014 to 2024",85.829,83.1,88.184,750,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","sex","Total",,,"2014 to 2024",86.826,84.132,89.004,732,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","sex","Total",,,"2014 to 2024",86.579,83.91,88.846,697,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","sex","Total",,,"2014 to 2024",86.586,83.765,88.892,636,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","sex","Total",,,"2014 to 2024",86.256,83.476,88.735,542,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","sex","Total",,,"2014 to 2024",86.93,84.002,89.377,469,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher working","sex","Total",,,"2014 to 2024",87.102,83.982,89.533,382,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher working","sex","Total",,,"2014 to 2024",88.177,85.025,90.606,311,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher working","sex","Total",,,"2014 to 2024",88.735,85.784,91.269,267,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Intermediate","sex","Total",,,"2014 to 2024",86.967,84.535,89.006,895,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Intermediate","sex","Total",,,"2014 to 2024",87.736,85.362,89.753,842,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Intermediate","sex","Total",,,"2014 to 2024",87.965,85.643,90.077,775,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Intermediate","sex","Total",,,"2014 to 2024",88.983,86.705,90.952,762,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Intermediate","sex","Total",,,"2014 to 2024",89.018,86.722,91.06,653,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Intermediate","sex","Total",,,"2014 to 2024",90.296,88.019,92.125,642,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Intermediate","sex","Total",,,"2014 to 2024",89.416,87.061,91.394,550,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Intermediate","sex","Total",,,"2014 to 2024",89.286,86.808,91.222,490,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Intermediate","sex","Total",,,"2014 to 2024",88.645,86.138,90.657,425,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","sex","Total",,,"2014 to 2024",89.267,86.802,91.399,691,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.037,87.542,91.963,684,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.421,88.074,92.337,677,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.648,88.388,92.522,685,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.222,87.975,92.075,631,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.728,88.449,92.496,613,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.429,88.233,92.31,551,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","sex","Total",,,"2014 to 2024",91.506,89.169,93.264,452,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","sex","Total",,,"2014 to 2024",90.762,88.545,92.741,394,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","sex","Total",,,"2014 to 2024",89.653,86.85,91.877,561,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","sex","Total",,,"2014 to 2024",90.583,87.944,92.569,579,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","sex","Total",,,"2014 to 2024",90.684,88.3,92.824,561,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","sex","Total",,,"2014 to 2024",91.858,89.418,93.636,574,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","sex","Total",,,"2014 to 2024",91.761,89.487,93.622,528,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","sex","Total",,,"2014 to 2024",91.629,89.345,93.426,545,"Average","3-year moving average","2019 to 2021"
