"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower working","sex","Men",,,"2014 to 2024",87.669,83.878,90.678,356,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower working","sex","Men",,,"2014 to 2024",87.664,83.838,90.599,345,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower working","sex","Men",,,"2014 to 2024",86.874,82.927,89.991,318,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower working","sex","Men",,,"2014 to 2024",86.263,82.135,89.449,299,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower working","sex","Men",,,"2014 to 2024",84.864,80.599,88.499,241,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower working","sex","Men",,,"2014 to 2024",83.081,78.556,86.843,227,"Average","3-year moving average","2019 to 2021"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower working","sex","Men",,,"2014 to 2024",82.964,78.066,86.716,189,"Average","3-year moving average","2020 to 2022"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower working","sex","Men",,,"2014 to 2024",83.014,78.259,86.775,170,"Average","3-year moving average","2021 to 2023"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower working","sex","Men",,,"2014 to 2024",84.342,79.669,88.054,142,"Average","3-year moving average","2022 to 2024"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher working","sex","Men",,,"2014 to 2024",93.129,90.063,95.421,344,"Average","3-year moving average","2014 to 2016"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher working","sex","Men",,,"2014 to 2024",92.457,89.273,94.761,339,"Average","3-year moving average","2015 to 2017"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher working","sex","Men",,,"2014 to 2024",92.381,89.193,94.721,323,"Average","3-year moving average","2016 to 2018"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher working","sex","Men",,,"2014 to 2024",92.74,89.609,95.206,295,"Average","3-year moving average","2017 to 2019"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher working","sex","Men",,,"2014 to 2024",91.876,88.385,94.386,251,"Average","3-year moving average","2018 to 2020"
"in31","Economic activity","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher working","sex","Men",,,"2014 to 2024",91.558,87.765,94.155,217,"Average","3-year moving average","2019 to 2021"
