"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","profession","Lower working",,,"2014 to 2024",21.252,19.966,22.587,3684,"Average","3-year moving average","2014 to 2016","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","profession","Lower working",,,"2014 to 2024",19.899,18.668,21.198,3594,"Average","3-year moving average","2015 to 2017","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","profession","Lower working",,,"2014 to 2024",19.004,17.775,20.276,3409,"Average","3-year moving average","2016 to 2018","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","profession","Lower working",,,"2014 to 2024",18.13,16.942,19.397,3323,"Average","3-year moving average","2017 to 2019","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","profession","Lower working",,,"2014 to 2024",17.361,16.184,18.613,2899,"Average","3-year moving average","2018 to 2020","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","profession","Lower working",,,"2014 to 2024",17.79,16.595,19.057,2773,"Average","3-year moving average","2019 to 2021","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","profession","Lower working",,,"2014 to 2024",18.697,17.448,19.995,2395,"Average","3-year moving average","2020 to 2022","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","profession","Lower working",,,"2014 to 2024",20.078,18.768,21.446,2044,"Average","3-year moving average","2021 to 2023","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","profession","Lower working",,,"2014 to 2024",19.64,18.353,21.024,1754,"Average","3-year moving average","2022 to 2024","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","profession","Higher working",,,"2014 to 2024",22.553,21.246,23.923,3684,"Average","3-year moving average","2014 to 2016","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","profession","Higher working",,,"2014 to 2024",22.424,21.12,23.761,3594,"Average","3-year moving average","2015 to 2017","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","profession","Higher working",,,"2014 to 2024",22.372,21.064,23.718,3409,"Average","3-year moving average","2016 to 2018","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","profession","Higher working",,,"2014 to 2024",21.519,20.247,22.863,3323,"Average","3-year moving average","2017 to 2019","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","profession","Higher working",,,"2014 to 2024",20.155,18.887,21.457,2899,"Average","3-year moving average","2018 to 2020","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","profession","Higher working",,,"2014 to 2024",18.284,17.083,19.571,2773,"Average","3-year moving average","2019 to 2021","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Total","profession","Higher working",,,"2014 to 2024",16.038,14.886,17.286,2395,"Average","3-year moving average","2020 to 2022","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Total","profession","Higher working",,,"2014 to 2024",14.542,13.409,15.77,2044,"Average","3-year moving average","2021 to 2023","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Total","profession","Higher working",,,"2014 to 2024",14.065,12.942,15.283,1754,"Average","3-year moving average","2022 to 2024","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Total","profession","Intermediate",,,"2014 to 2024",20.029,18.764,21.328,3684,"Average","3-year moving average","2014 to 2016","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Total","profession","Intermediate",,,"2014 to 2024",20.291,19.042,21.59,3594,"Average","3-year moving average","2015 to 2017","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Total","profession","Intermediate",,,"2014 to 2024",20.109,18.862,21.416,3409,"Average","3-year moving average","2016 to 2018","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Total","profession","Intermediate",,,"2014 to 2024",19.963,18.731,21.277,3323,"Average","3-year moving average","2017 to 2019","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Total","profession","Intermediate",,,"2014 to 2024",19.795,18.555,21.108,2899,"Average","3-year moving average","2018 to 2020","Total background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Total","profession","Intermediate",,,"2014 to 2024",19.541,18.291,20.842,2773,"Average","3-year moving average","2019 to 2021","Total background"
