"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window","background_label"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",15.613,13.064,18.424,691,"Average","3-year moving average","2014 to 2016","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",14.823,12.383,17.572,684,"Average","3-year moving average","2015 to 2017","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",13.493,11.157,16.065,677,"Average","3-year moving average","2016 to 2018","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",13.315,11.066,15.856,685,"Average","3-year moving average","2017 to 2019","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",13.165,11.017,15.66,631,"Average","3-year moving average","2018 to 2020","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",13.931,11.721,16.509,613,"Average","3-year moving average","2019 to 2021","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",15.154,12.882,17.828,551,"Average","3-year moving average","2020 to 2022","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",15.802,13.375,18.661,452,"Average","3-year moving average","2021 to 2023","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Lower professional","profession","Lower working",,,"2014 to 2024",15.287,12.911,18.109,394,"Average","3-year moving average","2022 to 2024","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",18.076,15.459,21.144,691,"Average","3-year moving average","2014 to 2016","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",16.914,14.346,19.814,684,"Average","3-year moving average","2015 to 2017","Lower professional background"
"in33","Occupational level of young people","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Lower professional","profession","Higher working",,,"2014 to 2024",16.374,13.881,19.192,677,"Average","3-year moving average","2016 to 2018","Lower professional background"
