"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note","average_window"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",4.436,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",3.649,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",3.003,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",2.524,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",2.693,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",3.112,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",2.921,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",2.958,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","Lower level (below GCSE grade 1)",,,"2014 to 2024",3.322,,,,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",5.957,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",6.379,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",6.245,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",5.676,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",5.432,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",4.665,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",4.459,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",4.125,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","O level, GCSE and equivalent",,,"2014 to 2024",5.445,,,,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",17.16,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",17.835,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",18.08,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",18.516,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",17.5,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",17.109,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",15.496,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",14.903,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","A level and equivalent",,,"2014 to 2024",13.838,,,,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",6.015,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",6.081,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",6.889,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",6.342,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",6.321,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",5.624,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",5.492,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",4.16,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","Further education below degree",,,"2014 to 2024",4.001,,,,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",44.42,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",42.289,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",42.214,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",42.657,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",43.628,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",43.859,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",47.262,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",48.02,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","First degree",,,"2014 to 2024",48.03,,,,"Average","3-year moving average","2022 to 2024"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2016,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",21.943,,,,"Average","3-year moving average","2014 to 2016"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2017,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",23.699,,,,"Average","3-year moving average","2015 to 2017"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2018,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",23.529,,,,"Average","3-year moving average","2016 to 2018"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2019,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",24.285,,,,"Average","3-year moving average","2017 to 2019"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2020,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",24.426,,,,"Average","3-year moving average","2018 to 2020"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2021,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",25.631,,,,"Average","3-year moving average","2019 to 2021"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2022,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",24.371,,,,"Average","3-year moving average","2020 to 2022"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2023,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",25.827,,,,"Average","3-year moving average","2021 to 2023"
"in23","Highest qualification","trend_moving_average","K02000001","country","United Kingdom","year",2024,"seb","Higher professional","highest_qualification","Higher degree",,,"2014 to 2024",25.357,,,,"Average","3-year moving average","2022 to 2024"
