"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2014",NA,NA,"2014-2022",82.515,81.514,83.47,"5896","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","83%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2015",NA,NA,"2014-2022",84.711,83.747,85.637,"5679","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","85%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2016",NA,NA,"2014-2022",85.648,84.662,86.578,"5246","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","86%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2017",NA,NA,"2014-2022",86.805,85.815,87.732,"4895","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","87%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2018",NA,NA,"2014-2022",87.669,86.679,88.592,"4646","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","88%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2019",NA,NA,"2014-2022",86.89,85.857,87.861,"4455","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","87%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2020",NA,NA,"2014-2022",84.075,82.753,85.306,"3233","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","84%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2021",NA,NA,"2014-2022",86.93,85.846,87.953,"4026","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","87%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary",NA,"year","2022",NA,NA,"2014-2022",88.864,87.667,89.944,"3024","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","89%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2014",NA,NA,"2014-2022",17.485,16.53,18.486,"5896","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","17%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2015",NA,NA,"2014-2022",15.289,14.363,16.253,"5679","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","15%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2016",NA,NA,"2014-2022",14.352,13.422,15.338,"5246","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","14%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2017",NA,NA,"2014-2022",13.195,12.268,14.185,"4895","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2018",NA,NA,"2014-2022",12.331,11.408,13.321,"4646","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","12%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2019",NA,NA,"2014-2022",13.11,12.139,14.143,"4455","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2020",NA,NA,"2014-2022",15.925,14.694,17.247,"3233","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","16%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2021",NA,NA,"2014-2022",13.07,12.047,14.154,"4026","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","13%"
"dr32","Youth unemployment","trend","K02000001","country","United Kingdom","unemp_binary","Unemployed","year","2022",NA,NA,"2014-2022",11.136,10.056,12.333,"3024","Percent",NA,"unemp_binary, year","rweight","16-24","2014-2022","11%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Bedfordshire and Hertfordshire","unemp_binary",NA,"itl2_current_geo",NA,"quintile","3","2014-2022",87.409,85.469,89.348,"1124","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","87%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Berkshire, Buckinghamshire and Oxfordshire","unemp_binary",NA,"itl2_current_geo",NA,"quintile","5","2014-2022",89.332,87.708,90.955,"1389","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","89%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Cheshire","unemp_binary",NA,"itl2_current_geo",NA,"quintile","5","2014-2022",90.12,87.775,92.465,"622","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","90%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Cornwall and Isles of Scilly","unemp_binary",NA,"itl2_current_geo",NA,"quintile","3","2014-2022",87.595,84.508,90.682,"438","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","88%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Cumbria","unemp_binary",NA,"itl2_current_geo",NA,"quintile","3","2014-2022",86.921,83.499,90.343,"373","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","87%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Derbyshire and Nottinghamshire","unemp_binary",NA,"itl2_current_geo",NA,"quintile","2","2014-2022",85.87,84.047,87.692,"1403","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","86%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Devon","unemp_binary",NA,"itl2_current_geo",NA,"quintile","5","2014-2022",88.362,86.16,90.564,"815","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","88%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Dorset and Somerset","unemp_binary",NA,"itl2_current_geo",NA,"quintile","4","2014-2022",87.633,85.469,89.797,"889","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","88%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","East Anglia","unemp_binary",NA,"itl2_current_geo",NA,"quintile","2","2014-2022",85.384,83.757,87.012,"1810","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","85%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","East Wales","unemp_binary",NA,"itl2_current_geo",NA,"quintile","3","2014-2022",86.434,83.936,88.931,"722","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","86%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","East Yorkshire and Northern Lincolnshire","unemp_binary",NA,"itl2_current_geo",NA,"quintile","1","2014-2022",80.793,77.674,83.911,"613","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","81%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Eastern Scotland","unemp_binary",NA,"itl2_current_geo",NA,"quintile","4","2014-2022",88.1,86.3,89.899,"1244","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","88%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Essex","unemp_binary",NA,"itl2_current_geo",NA,"quintile","5","2014-2022",88.55,86.693,90.408,"1129","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","89%"
"dr32","Youth unemployment","geography_caterpillar","TLH2","ITL2","Gloucestershire, Wiltshire and Bath/Bristol area","unemp_binary",NA,"itl2_current_geo",NA,"quintile","5","2014-2022",88.64,87.128,90.152,"1692","Percent",NA,"unemp_binary, itl2_current_geo","rweight","16-24","2014-2022","89%"
