"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","time_period","value","lci","uci","sample_size","unit","value_note","variable_used","weight_used","age_used","year_used","label"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2014",NA,NA,"2014-2022",10.532,9.807,11.319,"6471","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","11%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2015",NA,NA,"2014-2022",11.14,10.376,11.947,"6294","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","11%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2016",NA,NA,"2014-2022",11.546,10.766,12.384,"6121","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","12%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2017",NA,NA,"2014-2022",10.927,10.15,11.756,"5930","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","11%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2018",NA,NA,"2014-2022",13.253,12.385,14.178,"5605","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","13%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2019",NA,NA,"2014-2022",13.813,12.922,14.759,"5530","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","14%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2020",NA,NA,"2014-2022",14.244,13.152,15.395,"3821","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","14%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2021",NA,NA,"2014-2022",16.901,15.888,17.982,"5015","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","17%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Higher professional","year","2022",NA,NA,"2014-2022",18.11,16.898,19.382,"3772","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","18%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2014",NA,NA,"2014-2022",27.276,26.196,28.382,"6471","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","27%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2015",NA,NA,"2014-2022",26.474,25.386,27.582,"6294","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","26%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2016",NA,NA,"2014-2022",25.973,24.885,27.098,"6121","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","26%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2017",NA,NA,"2014-2022",26.786,25.659,27.929,"5930","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","27%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2018",NA,NA,"2014-2022",27.449,26.296,28.65,"5605","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","27%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2019",NA,NA,"2014-2022",28.238,27.066,29.456,"5530","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","28%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2020",NA,NA,"2014-2022",30.455,29.011,31.955,"3821","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","30%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2021",NA,NA,"2014-2022",27.022,25.798,28.275,"5015","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","27%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Lower professional","year","2022",NA,NA,"2014-2022",28.3,26.86,29.76,"3772","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","28%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2014",NA,NA,"2014-2022",21.621,20.626,22.647,"6471","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","22%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2015",NA,NA,"2014-2022",22.584,21.553,23.635,"6294","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","23%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2016",NA,NA,"2014-2022",22.402,21.363,23.468,"6121","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","22%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2017",NA,NA,"2014-2022",22.704,21.642,23.79,"5930","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","23%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2018",NA,NA,"2014-2022",22.644,21.555,23.764,"5605","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","23%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2019",NA,NA,"2014-2022",21.423,20.358,22.539,"5530","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","21%"
"dr33","Type of employment opportunities for young people","trend","K02000001","country","United Kingdom","sec_employed","Intermediate","year","2020",NA,NA,"2014-2022",22.117,20.814,23.472,"3821","Percent",NA,"sec_employed, year","rweight","22-29","2014-2022","22%"
