measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Bedfordshire and Hertfordshire,sec_employed,Lower working,itl2_current_geo,NA,quintile,3,2014-2022,13.785,11.848,15.722,1217,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,14%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,"Berkshire, Buckinghamshire and Oxfordshire",sec_employed,Lower working,itl2_current_geo,NA,quintile,1,2014-2022,11.721,10.157,13.285,1625,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Cheshire,sec_employed,Lower working,itl2_current_geo,NA,quintile,3,2014-2022,14.013,11.488,16.538,726,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,14%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Cornwall and Isles of Scilly,sec_employed,Lower working,itl2_current_geo,NA,quintile,5,2014-2022,17.956,14.276,21.636,418,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,18%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Cumbria,sec_employed,Lower working,itl2_current_geo,NA,quintile,2,2014-2022,13.535,10.29,16.779,427,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,14%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Derbyshire and Nottinghamshire,sec_employed,Lower working,itl2_current_geo,NA,quintile,3,2014-2022,15.969,14.197,17.741,1642,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,16%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Devon,sec_employed,Lower working,itl2_current_geo,NA,quintile,1,2014-2022,12.001,9.75,14.251,801,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,12%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,Dorset and Somerset,sec_employed,Lower working,itl2_current_geo,NA,quintile,3,2014-2022,14.851,12.573,17.13,936,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,East Anglia,sec_employed,Lower working,itl2_current_geo,NA,quintile,3,2014-2022,15.469,13.877,17.061,1982,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,15%
dr33,Type of employment opportunities for young people,geography_caterpillar,TLH2,ITL2,East Wales,sec_employed,Lower working,itl2_current_geo,NA,quintile,2,2014-2022,13.547,11.176,15.919,800,Percent,NA,"sec_employed, itl2_current_geo",rweight,22-29,2014-2022,14%
