measure_code,measure_title,chart_type,area_code,area_type,area_name,primary_split_type,primary_split_value,secondary_split_type,secondary_split_value,tertiary_split_type,tertiary_split_value,time_period,value,lci,uci,sample_size,unit,value_note,variable_used,weight_used,age_used,year_used,label
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Bedfordshire and Hertfordshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,21.569,20.44,22.698,5098,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,22%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Berkshire, Buckinghamshire and Oxfordshire",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,24.202,23.186,25.218,6830,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,24%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Cheshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,24.072,22.501,25.644,2844,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,24%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Cornwall and Isles of Scilly,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,12.282,10.692,13.873,1637,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Cumbria,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,11.601,9.858,13.343,1298,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Derbyshire and Nottinghamshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.099,14.15,16.048,5468,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Devon,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,14.842,13.581,16.103,3053,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Dorset and Somerset,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.573,14.38,16.766,3551,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,16%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,East Anglia,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.924,15.056,16.793,6817,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,16%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,East Wales,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.213,13.912,16.514,2927,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,East Yorkshire and Northern Lincolnshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,9.886,8.688,11.084,2383,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,10%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Eastern Scotland,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,17.031,15.972,18.09,4843,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,17%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Essex,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,16.372,15.312,17.432,4681,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,16%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Gloucestershire, Wiltshire and Bath/Bristol area",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,20.826,19.883,21.769,7124,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,21%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Greater Manchester,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,14.837,14.028,15.646,7417,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Hampshire and Isle of Wight,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,19.181,18.109,20.254,5175,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,19%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Herefordshire, Worcestershire and Warwickshire",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,18.894,17.657,20.131,3845,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,19%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Highlands and Islands,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,11.482,9.293,13.671,815,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,11%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Inner London - East,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,18.053,16.925,19.182,4464,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,18%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Inner London - West,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,5,2014-2022,29.683,27.546,31.819,1756,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,30%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Kent,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,16.593,15.466,17.719,4188,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,17%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Lancashire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,1,2014-2022,12.306,11.282,13.33,3954,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Leicestershire, Rutland and Northamptonshire",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.535,14.555,16.514,5253,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,16%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Lincolnshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,12.484,11.03,13.939,1983,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Merseyside,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,3,2014-2022,15.315,14.128,16.502,3538,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,15%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,North Eastern Scotland,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,18.976,16.721,21.23,1162,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,19%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,North Yorkshire,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,4,2014-2022,17.219,15.721,18.717,2441,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,17%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,Northern Ireland,sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,12.372,11.734,13.01,10232,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,12%
dr14,Distribution of parental occupation,geography_caterpillar,TLH2,ITL2,"Northumberland, and Tyne and Wear",sec_dependent_children,Higher professional,itl2_current_geo,NA,quintile,2,2014-2022,12.874,11.82,13.927,3883,Percent,NA,"sec_dependent_children, itl2_current_geo",rweight,21-99,2014-2022,13%
