"measure_code","measure_title","chart_type","area_code","area_type","area_name","primary_split_type","primary_split_value","secondary_split_type","secondary_split_value","tertiary_split_type","tertiary_split_value","fourth_split_type","fourth_split_value","time_period","value","lci","uci","sample_size","unit","value_note"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","Higher degree",,,,,"2014 to 2016",18.762,17.636,19.961,1002,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2017","edu","Higher degree",,,,,"2015 to 2017",18.171,17.13,19.276,962,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2018","edu","Higher degree",,,,,"2016 to 2018",18.235,17.189,19.346,831,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2019","edu","Higher degree",,,,,"2017 to 2019",18.225,17.164,19.353,889,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2020","edu","Higher degree",,,,,"2018 to 2020",19.09,17.862,20.402,671,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2021","edu","Higher degree",,,,,"2019 to 2021",18.536,17.352,19.8,807,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2022","edu","Higher degree",,,,,"2020 to 2022",18.955,17.679,20.323,597,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2023","edu","Higher degree",,,,,"2021 to 2023",18.003,16.852,19.234,371,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2024","edu","Higher degree",,,,,"2022 to 2024",18.015,16.836,19.277,569,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2025","edu","Higher degree",,,,,"2023 to 2025",17.508,16.386,18.707,689,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2016","edu","First degree",,,,,"2014 to 2016",15.85,15.105,16.631,1002,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2017","edu","First degree",,,,,"2015 to 2017",16.014,15.268,16.797,962,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2018","edu","First degree",,,,,"2016 to 2018",16.385,15.588,17.223,831,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2019","edu","First degree",,,,,"2017 to 2019",16.855,16.009,17.746,889,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2020","edu","First degree",,,,,"2018 to 2020",17.335,16.352,18.376,671,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2021","edu","First degree",,,,,"2019 to 2021",17.584,16.621,18.603,807,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2022","edu","First degree",,,,,"2020 to 2022",17.788,16.746,18.895,597,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2023","edu","First degree",,,,,"2021 to 2023",17.096,16.141,18.106,371,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2024","edu","First degree",,,,,"2022 to 2024",16.208,15.258,17.217,569,"Pounds","Mean hourly earnings"
"in35","Income returns to education","trend","K02000001","country","United Kingdom","year","2025","edu","First degree",,,,,"2023 to 2025",15.88,14.957,16.86,689,"Pounds","Mean hourly earnings"
